name;content;description;steps;mood;location;duration;image_key;preparation_seconds;repeat_mode;execution_plan
Boisson tranquille douce sur une pause dehors - 30 min;Prends le temps de boire tranquillement.;Une pause accessible qui ne demande presque aucune préparation.;1) Prends de l'eau ou une boisson simple. 2) Bois lentement. 3) Fais une pause entre les gorgées. 4) Termine sans te presser. Si l'endroit n'est pas assez calme, garde seulement la partie la plus discrète de l'activité.;Mitigé;Extérieur;30;wellbeing;30;until_duration;"{""version"":1,""preparation_seconds"":30,""target_duration_seconds"":1800,""repeat_mode"":""until_duration"",""default_rest_seconds"":30,""steps"":[{""kind"":""instruction"",""text"":""Prends de l'eau ou une boisson simple si tu en as une."",""duration_seconds"":30,""auto_advance"":true,""loop"":false},{""kind"":""exercise"",""text"":""Bois quelques gorgées lentement."",""duration_seconds"":30,""auto_advance"":true,""loop"":true},{""kind"":""rest"",""text"":""Fais une courte pause entre les gorgées."",""duration_seconds"":30,""auto_advance"":true,""loop"":true},{""kind"":""cooldown"",""text"":""Termine tranquillement et reprends ton rythme."",""duration_seconds"":30,""auto_advance"":true,""loop"":false}]}"
Environnement calme légère dans un endroit calme - 30 min;Rends ton environnement un peu plus doux.;Un petit ajustement pour rendre le moment présent plus agréable.;1) Identifie une gêne simple. 2) Ajuste ta posture, la lumière ou le bruit si possible. 3) Garde ce qui te soulage. 4) Ne cherche pas à tout changer. Si l'endroit n'est pas assez calme, garde seulement la partie la plus discrète de l'activité.;À plat;Extérieur;30;wellbeing;15;until_duration;"{""version"":1,""preparation_seconds"":15,""target_duration_seconds"":1800,""repeat_mode"":""until_duration"",""default_rest_seconds"":20,""steps"":[{""kind"":""instruction"",""text"":""Repère une petite source d'inconfort."",""duration_seconds"":30,""auto_advance"":true,""loop"":false},{""kind"":""exercise"",""text"":""Ajuste ta posture, ton éclairage ou ton environnement."",""duration_seconds"":60,""auto_advance"":true,""loop"":true},{""kind"":""rest"",""text"":""Reste quelques instants pour sentir si c'est mieux."",""duration_seconds"":30,""auto_advance"":true,""loop"":true},{""kind"":""cooldown"",""text"":""Garde uniquement l'ajustement qui t'aide."",""duration_seconds"":20,""auto_advance"":true,""loop"":false}]}"
Calme numérique équilibrée sans matériel - 30 min;Fais une courte pause sans téléphone.;Une pause numérique courte, réaliste et facile à adapter selon le contexte.;1) Mets ton téléphone en silencieux si possible. 2) Pose-le hors de vue. 3) Reste quelques minutes sans écran. 4) Reprends uniquement si nécessaire. Si tu es en transport ou entouré, fais la version discrète sans gestes visibles.;En forme;N'importe où;30;wellbeing;30;until_duration;"{""version"":1,""preparation_seconds"":30,""target_duration_seconds"":1800,""repeat_mode"":""until_duration"",""default_rest_seconds"":20,""steps"":[{""kind"":""instruction"",""text"":""Mets ton téléphone en silencieux ou éloigne l'écran si possible."",""duration_seconds"":30,""auto_advance"":true,""loop"":false},{""kind"":""exercise"",""text"":""Reste sans écran et laisse ton attention se reposer."",""duration_seconds"":60,""auto_advance"":true,""loop"":true},{""kind"":""rest"",""text"":""Regarde autour de toi ou ferme les yeux quelques instants."",""duration_seconds"":30,""auto_advance"":true,""loop"":true},{""kind"":""cooldown"",""text"":""Reprends seulement ce qui est nécessaire."",""duration_seconds"":20,""auto_advance"":true,""loop"":false}]}"
Récupération express tranquille sans matériel - 30 min;Prends quelques instants sans rien ajouter à ta fatigue.;Une pause de récupération qui ne demande ni matériel, ni préparation.;1) Relâche les épaules. 2) Desserre la mâchoire. 3) Change doucement de position. 4) Reste quelques instants sans sollicitation. Si tu es en transport ou entouré, fais la version discrète sans gestes visibles.;Mitigé;N'importe où;30;wellbeing;30;until_duration;"{""version"":1,""preparation_seconds"":30,""target_duration_seconds"":1800,""repeat_mode"":""until_duration"",""default_rest_seconds"":20,""steps"":[{""kind"":""instruction"",""text"":""Installe-toi dans la position la moins fatigante possible."",""duration_seconds"":30,""auto_advance"":true,""loop"":false},{""kind"":""exercise"",""text"":""Relâche les épaules, le visage et la mâchoire."",""duration_seconds"":45,""auto_advance"":true,""loop"":true},{""kind"":""rest"",""text"":""Reste quelques instants sans sollicitation."",""duration_seconds"":45,""auto_advance"":true,""loop"":true},{""kind"":""cooldown"",""text"":""Reprends très progressivement."",""duration_seconds"":30,""auto_advance"":true,""loop"":false}]}"
Respiration calme minimale sans matériel - 30 min;Ralentis ton souffle quelques minutes.;Une pause accessible, adaptée aux moments où tu veux ralentir sans t'isoler complètement.;1) Relâche les épaules. 2) Inspire doucement. 3) Expire lentement. 4) Garde un rythme confortable. 5) Reprends progressivement. Si tu es en transport ou entouré, fais la version discrète sans gestes visibles.;À plat;N'importe où;30;wellbeing;15;until_duration;"{""version"":1,""preparation_seconds"":15,""target_duration_seconds"":1800,""repeat_mode"":""until_duration"",""default_rest_seconds"":10,""steps"":[{""kind"":""instruction"",""text"":""Installe-toi confortablement et relâche les épaules."",""duration_seconds"":30,""auto_advance"":true,""loop"":false},{""kind"":""exercise"",""text"":""Inspire lentement par le nez."",""duration_seconds"":4,""auto_advance"":true,""loop"":true},{""kind"":""exercise"",""text"":""Expire doucement, un peu plus longtemps."",""duration_seconds"":6,""auto_advance"":true,""loop"":true},{""kind"":""rest"",""text"":""Respire naturellement quelques instants."",""duration_seconds"":10,""auto_advance"":true,""loop"":true},{""kind"":""cooldown"",""text"":""Reprends tes repères doucement."",""duration_seconds"":30,""auto_advance"":true,""loop"":false}]}"
Moment tranquille claire dans un coin calme - 5 min;Baisse le niveau de stimulation autour de toi.;Une activité pensée pour récupérer mentalement sans avoir à produire quoi que ce soit.;1) Trouve une position confortable. 2) Relâche le visage. 3) Laisse passer quelques minutes sans sollicitation. 4) Termine tranquillement.;En forme;Maison;5;wellbeing;30;until_duration;"{""version"":1,""preparation_seconds"":30,""target_duration_seconds"":300,""repeat_mode"":""until_duration"",""default_rest_seconds"":15,""steps"":[{""kind"":""instruction"",""text"":""Installe-toi dans une position confortable."",""duration_seconds"":30,""auto_advance"":true,""loop"":false},{""kind"":""exercise"",""text"":""Reste au calme, sans chercher à faire autre chose."",""duration_seconds"":60,""auto_advance"":true,""loop"":true},{""kind"":""rest"",""text"":""Relâche le visage, les épaules et la mâchoire."",""duration_seconds"":30,""auto_advance"":true,""loop"":true},{""kind"":""cooldown"",""text"":""Reviens doucement à ce qui t'entoure."",""duration_seconds"":30,""auto_advance"":true,""loop"":false}]}"
Gorgées lentes accessible dans un coin calme - 5 min;Hydrate-toi sans te presser.;Un geste simple de soin, utile quand tu veux te poser sans lancer une activité longue.;1) Prépare une boisson si tu peux. 2) Si ce n'est pas possible, prends simplement quelques gorgées dès que tu peux. 3) Bois calmement.;Mitigé;Maison;5;wellbeing;30;until_duration;"{""version"":1,""preparation_seconds"":30,""target_duration_seconds"":300,""repeat_mode"":""until_duration"",""default_rest_seconds"":30,""steps"":[{""kind"":""instruction"",""text"":""Prends de l'eau ou une boisson simple si tu en as une."",""duration_seconds"":30,""auto_advance"":true,""loop"":false},{""kind"":""exercise"",""text"":""Bois quelques gorgées lentement."",""duration_seconds"":30,""auto_advance"":true,""loop"":true},{""kind"":""rest"",""text"":""Fais une courte pause entre les gorgées."",""duration_seconds"":30,""auto_advance"":true,""loop"":true},{""kind"":""cooldown"",""text"":""Termine tranquillement et reprends ton rythme."",""duration_seconds"":30,""auto_advance"":true,""loop"":false}]}"
Soin express récupération dans un coin calme - 5 min;Améliore ton confort avec un geste doux.;Une activité de soin personnel avec une alternative si tu n'as pas le matériel nécessaire.;1) Rafraîchis ton visage si tu peux. 2) Sinon, relâche simplement les muscles du visage. 3) Respire doucement. 4) Reprends calmement. Si tu n'as aucun produit sous la main, choisis l'alternative sans matériel.;À plat;Maison;5;wellbeing;15;until_duration;"{""version"":1,""preparation_seconds"":15,""target_duration_seconds"":300,""repeat_mode"":""until_duration"",""default_rest_seconds"":20,""steps"":[{""kind"":""instruction"",""text"":""Choisis un geste de soin simple avec ce que tu as."",""duration_seconds"":30,""auto_advance"":true,""loop"":false},{""kind"":""exercise"",""text"":""Applique un soin si disponible, sinon masse doucement tes mains."",""duration_seconds"":60,""auto_advance"":true,""loop"":true},{""kind"":""rest"",""text"":""Relâche les mains et respire calmement."",""duration_seconds"":20,""auto_advance"":true,""loop"":true},{""kind"":""cooldown"",""text"":""Observe la sensation de confort avant de reprendre."",""duration_seconds"":30,""auto_advance"":true,""loop"":false}]}"
Moment hors écran active dehors - 5 min;Coupe les sollicitations numériques quelques minutes.;Un moment simple pour laisser ton attention respirer.;1) Ferme les applications inutiles. 2) Éloigne l'écran de ton regard. 3) Observe ce qui t'entoure. 4) Reviens doucement. Si l'endroit n'est pas assez calme, garde seulement la partie la plus discrète de l'activité.;En forme;Extérieur;5;wellbeing;30;until_duration;"{""version"":1,""preparation_seconds"":30,""target_duration_seconds"":300,""repeat_mode"":""until_duration"",""default_rest_seconds"":20,""steps"":[{""kind"":""instruction"",""text"":""Mets ton téléphone en silencieux ou éloigne l'écran si possible."",""duration_seconds"":30,""auto_advance"":true,""loop"":false},{""kind"":""exercise"",""text"":""Reste sans écran et laisse ton attention se reposer."",""duration_seconds"":60,""auto_advance"":true,""loop"":true},{""kind"":""rest"",""text"":""Regarde autour de toi ou ferme les yeux quelques instants."",""duration_seconds"":30,""auto_advance"":true,""loop"":true},{""kind"":""cooldown"",""text"":""Reprends seulement ce qui est nécessaire."",""duration_seconds"":20,""auto_advance"":true,""loop"":false}]}"
Respiration légère simple dehors - 5 min;Prends une pause pour respirer plus calmement.;Un moment court pour relâcher la pression sans matériel et sans effort physique.;1) Pose ton attention sur ton souffle. 2) Respire naturellement. 3) Allonge légèrement l'expiration. 4) Termine par quelques secondes de calme. Si l'endroit n'est pas assez calme, garde seulement la partie la plus discrète de l'activité.;Mitigé;Extérieur;5;wellbeing;30;until_duration;"{""version"":1,""preparation_seconds"":30,""target_duration_seconds"":300,""repeat_mode"":""until_duration"",""default_rest_seconds"":10,""steps"":[{""kind"":""instruction"",""text"":""Installe-toi confortablement et relâche les épaules."",""duration_seconds"":30,""auto_advance"":true,""loop"":false},{""kind"":""exercise"",""text"":""Inspire lentement par le nez."",""duration_seconds"":4,""auto_advance"":true,""loop"":true},{""kind"":""exercise"",""text"":""Expire doucement, un peu plus longtemps."",""duration_seconds"":6,""auto_advance"":true,""loop"":true},{""kind"":""rest"",""text"":""Respire naturellement quelques instants."",""duration_seconds"":10,""auto_advance"":true,""loop"":true},{""kind"":""cooldown"",""text"":""Reprends tes repères doucement."",""duration_seconds"":30,""auto_advance"":true,""loop"":false}]}"
Temps calme sans effort dehors - 5 min;Prends un moment sans objectif.;Un temps simple pour relâcher les tensions et retrouver une sensation de disponibilité.;1) Éloigne une source de bruit ou d'écran si possible. 2) Respire calmement. 3) Reste dans le calme. 4) Reviens progressivement. Si l'endroit n'est pas assez calme, garde seulement la partie la plus discrète de l'activité.;À plat;Extérieur;5;wellbeing;15;until_duration;"{""version"":1,""preparation_seconds"":15,""target_duration_seconds"":300,""repeat_mode"":""until_duration"",""default_rest_seconds"":15,""steps"":[{""kind"":""instruction"",""text"":""Installe-toi dans une position confortable."",""duration_seconds"":30,""auto_advance"":true,""loop"":false},{""kind"":""exercise"",""text"":""Reste au calme, sans chercher à faire autre chose."",""duration_seconds"":60,""auto_advance"":true,""loop"":true},{""kind"":""rest"",""text"":""Relâche le visage, les épaules et la mâchoire."",""duration_seconds"":30,""auto_advance"":true,""loop"":true},{""kind"":""cooldown"",""text"":""Reviens doucement à ce qui t'entoure."",""duration_seconds"":30,""auto_advance"":true,""loop"":false}]}"
Pause calme posée partout - 5 min;Laisse ton attention se reposer quelques minutes.;Une pause douce qui peut se faire presque partout, même avec peu d'énergie.;1) Éloigne une source de bruit ou d'écran si possible. 2) Respire calmement. 3) Reste dans le calme. 4) Reviens progressivement. Si tu es en transport ou entouré, fais la version discrète sans gestes visibles.;En forme;N'importe où;5;wellbeing;30;until_duration;"{""version"":1,""preparation_seconds"":30,""target_duration_seconds"":300,""repeat_mode"":""until_duration"",""default_rest_seconds"":15,""steps"":[{""kind"":""instruction"",""text"":""Installe-toi dans une position confortable."",""duration_seconds"":30,""auto_advance"":true,""loop"":false},{""kind"":""exercise"",""text"":""Reste au calme, sans chercher à faire autre chose."",""duration_seconds"":60,""auto_advance"":true,""loop"":true},{""kind"":""rest"",""text"":""Relâche le visage, les épaules et la mâchoire."",""duration_seconds"":30,""auto_advance"":true,""loop"":true},{""kind"":""cooldown"",""text"":""Reviens doucement à ce qui t'entoure."",""duration_seconds"":30,""auto_advance"":true,""loop"":false}]}"
Verre d'eau posé douce partout - 5 min;Prends le temps de boire tranquillement.;Un moment court pour prendre soin de ton confort physique avec une action très concrète.;1) Pose ton téléphone si possible. 2) Bois quelques gorgées. 3) Respire tranquillement. 4) Reprends quand tu es prêt. Si tu es en transport ou entouré, fais la version discrète sans gestes visibles.;Mitigé;N'importe où;5;wellbeing;30;until_duration;"{""version"":1,""preparation_seconds"":30,""target_duration_seconds"":300,""repeat_mode"":""until_duration"",""default_rest_seconds"":30,""steps"":[{""kind"":""instruction"",""text"":""Prends de l'eau ou une boisson simple si tu en as une."",""duration_seconds"":30,""auto_advance"":true,""loop"":false},{""kind"":""exercise"",""text"":""Bois quelques gorgées lentement."",""duration_seconds"":30,""auto_advance"":true,""loop"":true},{""kind"":""rest"",""text"":""Fais une courte pause entre les gorgées."",""duration_seconds"":30,""auto_advance"":true,""loop"":true},{""kind"":""cooldown"",""text"":""Termine tranquillement et reprends ton rythme."",""duration_seconds"":30,""auto_advance"":true,""loop"":false}]}"
Rafraîchissement légère partout - 5 min;Prends soin de toi avec ce que tu as.;Une action douce, pensée pour rester faisable à la maison ou avec peu de matériel.;1) Choisis le soin le plus simple disponible. 2) Si tu n'as rien, fais un massage léger des mains. 3) Garde un rythme doux. Si tu es en transport ou entouré, fais la version discrète sans gestes visibles.;À plat;N'importe où;5;wellbeing;15;until_duration;"{""version"":1,""preparation_seconds"":15,""target_duration_seconds"":300,""repeat_mode"":""until_duration"",""default_rest_seconds"":20,""steps"":[{""kind"":""instruction"",""text"":""Choisis un geste de soin simple avec ce que tu as."",""duration_seconds"":30,""auto_advance"":true,""loop"":false},{""kind"":""exercise"",""text"":""Applique un soin si disponible, sinon masse doucement tes mains."",""duration_seconds"":60,""auto_advance"":true,""loop"":true},{""kind"":""rest"",""text"":""Relâche les mains et respire calmement."",""duration_seconds"":20,""auto_advance"":true,""loop"":true},{""kind"":""cooldown"",""text"":""Observe la sensation de confort avant de reprendre."",""duration_seconds"":30,""auto_advance"":true,""loop"":false}]}"
Environnement calme équilibrée à la maison - 15 min;Change une petite chose qui te gêne.;Une activité simple pour réduire l'inconfort sans te lancer dans du rangement ou de la productivité.;1) Identifie une gêne simple. 2) Ajuste ta posture, la lumière ou le bruit si possible. 3) Garde ce qui te soulage. 4) Ne cherche pas à tout changer.;En forme;Maison;15;wellbeing;30;until_duration;"{""version"":1,""preparation_seconds"":30,""target_duration_seconds"":900,""repeat_mode"":""until_duration"",""default_rest_seconds"":20,""steps"":[{""kind"":""instruction"",""text"":""Repère une petite source d'inconfort."",""duration_seconds"":30,""auto_advance"":true,""loop"":false},{""kind"":""exercise"",""text"":""Ajuste ta posture, ton éclairage ou ton environnement."",""duration_seconds"":60,""auto_advance"":true,""loop"":true},{""kind"":""rest"",""text"":""Reste quelques instants pour sentir si c'est mieux."",""duration_seconds"":30,""auto_advance"":true,""loop"":true},{""kind"":""cooldown"",""text"":""Garde uniquement l'ajustement qui t'aide."",""duration_seconds"":20,""auto_advance"":true,""loop"":false}]}"
Calme numérique tranquille chez soi - 15 min;Réduis les notifications le temps d'une pause.;Une activité pour diminuer la fatigue liée aux écrans sans basculer dans une tâche productive.;1) Mets ton téléphone en silencieux si possible. 2) Pose-le hors de vue. 3) Reste quelques minutes sans écran. 4) Reprends uniquement si nécessaire.;Mitigé;Maison;15;wellbeing;30;until_duration;"{""version"":1,""preparation_seconds"":30,""target_duration_seconds"":900,""repeat_mode"":""until_duration"",""default_rest_seconds"":20,""steps"":[{""kind"":""instruction"",""text"":""Mets ton téléphone en silencieux ou éloigne l'écran si possible."",""duration_seconds"":30,""auto_advance"":true,""loop"":false},{""kind"":""exercise"",""text"":""Reste sans écran et laisse ton attention se reposer."",""duration_seconds"":60,""auto_advance"":true,""loop"":true},{""kind"":""rest"",""text"":""Regarde autour de toi ou ferme les yeux quelques instants."",""duration_seconds"":30,""auto_advance"":true,""loop"":true},{""kind"":""cooldown"",""text"":""Reprends seulement ce qui est nécessaire."",""duration_seconds"":20,""auto_advance"":true,""loop"":false}]}"
Récupération express minimale chez soi - 15 min;Fais une pause minimale pour récupérer.;Une activité très accessible, pensée pour les moments de fatigue ou de surcharge.;1) Relâche les épaules. 2) Desserre la mâchoire. 3) Change doucement de position. 4) Reste quelques instants sans sollicitation.;À plat;Maison;15;wellbeing;15;until_duration;"{""version"":1,""preparation_seconds"":15,""target_duration_seconds"":900,""repeat_mode"":""until_duration"",""default_rest_seconds"":20,""steps"":[{""kind"":""instruction"",""text"":""Installe-toi dans la position la moins fatigante possible."",""duration_seconds"":30,""auto_advance"":true,""loop"":false},{""kind"":""exercise"",""text"":""Relâche les épaules, le visage et la mâchoire."",""duration_seconds"":45,""auto_advance"":true,""loop"":true},{""kind"":""rest"",""text"":""Reste quelques instants sans sollicitation."",""duration_seconds"":45,""auto_advance"":true,""loop"":true},{""kind"":""cooldown"",""text"":""Reprends très progressivement."",""duration_seconds"":30,""auto_advance"":true,""loop"":false}]}"
Boisson réconfort claire en extérieur - 15 min;Fais une pause autour d'une boisson simple.;Une pause accessible qui ne demande presque aucune préparation.;1) Prends de l'eau ou une boisson simple. 2) Bois lentement. 3) Fais une pause entre les gorgées. 4) Termine sans te presser. Si l'endroit n'est pas assez calme, garde seulement la partie la plus discrète de l'activité.;En forme;Extérieur;15;wellbeing;30;until_duration;"{""version"":1,""preparation_seconds"":30,""target_duration_seconds"":900,""repeat_mode"":""until_duration"",""default_rest_seconds"":30,""steps"":[{""kind"":""instruction"",""text"":""Prends de l'eau ou une boisson simple si tu en as une."",""duration_seconds"":30,""auto_advance"":true,""loop"":false},{""kind"":""exercise"",""text"":""Bois quelques gorgées lentement."",""duration_seconds"":30,""auto_advance"":true,""loop"":true},{""kind"":""rest"",""text"":""Fais une courte pause entre les gorgées."",""duration_seconds"":30,""auto_advance"":true,""loop"":true},{""kind"":""cooldown"",""text"":""Termine tranquillement et reprends ton rythme."",""duration_seconds"":30,""auto_advance"":true,""loop"":false}]}"
Confort immédiat accessible en extérieur - 15 min;Change une petite chose qui te gêne.;Un petit ajustement pour rendre le moment présent plus agréable.;1) Identifie une gêne simple. 2) Ajuste ta posture, la lumière ou le bruit si possible. 3) Garde ce qui te soulage. 4) Ne cherche pas à tout changer. Si l'endroit n'est pas assez calme, garde seulement la partie la plus discrète de l'activité.;Mitigé;Extérieur;15;wellbeing;30;until_duration;"{""version"":1,""preparation_seconds"":30,""target_duration_seconds"":900,""repeat_mode"":""until_duration"",""default_rest_seconds"":20,""steps"":[{""kind"":""instruction"",""text"":""Repère une petite source d'inconfort."",""duration_seconds"":30,""auto_advance"":true,""loop"":false},{""kind"":""exercise"",""text"":""Ajuste ta posture, ton éclairage ou ton environnement."",""duration_seconds"":60,""auto_advance"":true,""loop"":true},{""kind"":""rest"",""text"":""Reste quelques instants pour sentir si c'est mieux."",""duration_seconds"":30,""auto_advance"":true,""loop"":true},{""kind"":""cooldown"",""text"":""Garde uniquement l'ajustement qui t'aide."",""duration_seconds"":20,""auto_advance"":true,""loop"":false}]}"
Téléphone en pause récupération en extérieur - 15 min;Réduis les notifications le temps d'une pause.;Un moment simple pour laisser ton attention respirer.;1) Ferme les applications inutiles. 2) Éloigne l'écran de ton regard. 3) Observe ce qui t'entoure. 4) Reviens doucement. Si l'endroit n'est pas assez calme, garde seulement la partie la plus discrète de l'activité.;À plat;Extérieur;15;wellbeing;15;until_duration;"{""version"":1,""preparation_seconds"":15,""target_duration_seconds"":900,""repeat_mode"":""until_duration"",""default_rest_seconds"":20,""steps"":[{""kind"":""instruction"",""text"":""Mets ton téléphone en silencieux ou éloigne l'écran si possible."",""duration_seconds"":30,""auto_advance"":true,""loop"":false},{""kind"":""exercise"",""text"":""Reste sans écran et laisse ton attention se reposer."",""duration_seconds"":60,""auto_advance"":true,""loop"":true},{""kind"":""rest"",""text"":""Regarde autour de toi ou ferme les yeux quelques instants."",""duration_seconds"":30,""auto_advance"":true,""loop"":true},{""kind"":""cooldown"",""text"":""Reprends seulement ce qui est nécessaire."",""duration_seconds"":20,""auto_advance"":true,""loop"":false}]}"
Soin express active en transport - 15 min;Fais un petit geste de soin accessible.;Une action douce, pensée pour rester faisable à la maison ou avec peu de matériel.;1) Rafraîchis ton visage si tu peux. 2) Sinon, relâche simplement les muscles du visage. 3) Respire doucement. 4) Reprends calmement. Si tu es en transport ou entouré, fais la version discrète sans gestes visibles.;En forme;N'importe où;15;wellbeing;30;until_duration;"{""version"":1,""preparation_seconds"":30,""target_duration_seconds"":900,""repeat_mode"":""until_duration"",""default_rest_seconds"":20,""steps"":[{""kind"":""instruction"",""text"":""Choisis un geste de soin simple avec ce que tu as."",""duration_seconds"":30,""auto_advance"":true,""loop"":false},{""kind"":""exercise"",""text"":""Applique un soin si disponible, sinon masse doucement tes mains."",""duration_seconds"":60,""auto_advance"":true,""loop"":true},{""kind"":""rest"",""text"":""Relâche les mains et respire calmement."",""duration_seconds"":20,""auto_advance"":true,""loop"":true},{""kind"":""cooldown"",""text"":""Observe la sensation de confort avant de reprendre."",""duration_seconds"":30,""auto_advance"":true,""loop"":false}]}"
Environnement calme simple en transport - 15 min;Rends ton environnement un peu plus doux.;Une pause orientée confort, faisable avec très peu d'énergie.;1) Change légèrement de position. 2) Relâche les épaules. 3) Éloigne une source de gêne si possible. 4) Reste quelques instants. Si tu es en transport ou entouré, fais la version discrète sans gestes visibles.;Mitigé;N'importe où;15;wellbeing;30;until_duration;"{""version"":1,""preparation_seconds"":30,""target_duration_seconds"":900,""repeat_mode"":""until_duration"",""default_rest_seconds"":20,""steps"":[{""kind"":""instruction"",""text"":""Repère une petite source d'inconfort."",""duration_seconds"":30,""auto_advance"":true,""loop"":false},{""kind"":""exercise"",""text"":""Ajuste ta posture, ton éclairage ou ton environnement."",""duration_seconds"":60,""auto_advance"":true,""loop"":true},{""kind"":""rest"",""text"":""Reste quelques instants pour sentir si c'est mieux."",""duration_seconds"":30,""auto_advance"":true,""loop"":true},{""kind"":""cooldown"",""text"":""Garde uniquement l'ajustement qui t'aide."",""duration_seconds"":20,""auto_advance"":true,""loop"":false}]}"
Calme numérique sans effort au bureau - 15 min;Fais une courte pause sans téléphone.;Une pause numérique courte, réaliste et facile à adapter selon le contexte.;1) Ferme les applications inutiles. 2) Éloigne l'écran de ton regard. 3) Observe ce qui t'entoure. 4) Reviens doucement. Si tu es en transport ou entouré, fais la version discrète sans gestes visibles.;À plat;N'importe où;15;wellbeing;15;until_duration;"{""version"":1,""preparation_seconds"":15,""target_duration_seconds"":900,""repeat_mode"":""until_duration"",""default_rest_seconds"":20,""steps"":[{""kind"":""instruction"",""text"":""Mets ton téléphone en silencieux ou éloigne l'écran si possible."",""duration_seconds"":30,""auto_advance"":true,""loop"":false},{""kind"":""exercise"",""text"":""Reste sans écran et laisse ton attention se reposer."",""duration_seconds"":60,""auto_advance"":true,""loop"":true},{""kind"":""rest"",""text"":""Regarde autour de toi ou ferme les yeux quelques instants."",""duration_seconds"":30,""auto_advance"":true,""loop"":true},{""kind"":""cooldown"",""text"":""Reprends seulement ce qui est nécessaire."",""duration_seconds"":20,""auto_advance"":true,""loop"":false}]}"
Récupération express posée en intérieur - 30 min;Prends quelques instants sans rien ajouter à ta fatigue.;Une activité très accessible, pensée pour les moments de fatigue ou de surcharge.;1) Pose tes mains. 2) Relâche le visage. 3) Respire doucement. 4) Laisse passer quelques minutes sans objectif.;En forme;Maison;30;wellbeing;30;until_duration;"{""version"":1,""preparation_seconds"":30,""target_duration_seconds"":1800,""repeat_mode"":""until_duration"",""default_rest_seconds"":20,""steps"":[{""kind"":""instruction"",""text"":""Installe-toi dans la position la moins fatigante possible."",""duration_seconds"":30,""auto_advance"":true,""loop"":false},{""kind"":""exercise"",""text"":""Relâche les épaules, le visage et la mâchoire."",""duration_seconds"":45,""auto_advance"":true,""loop"":true},{""kind"":""rest"",""text"":""Reste quelques instants sans sollicitation."",""duration_seconds"":45,""auto_advance"":true,""loop"":true},{""kind"":""cooldown"",""text"":""Reprends très progressivement."",""duration_seconds"":30,""auto_advance"":true,""loop"":false}]}"
Respiration calme douce en intérieur - 30 min;Ralentis ton souffle quelques minutes.;Une activité simple pour diminuer les sollicitations et retrouver un peu de calme.;1) Pose ton attention sur ton souffle. 2) Respire naturellement. 3) Allonge légèrement l'expiration. 4) Termine par quelques secondes de calme.;Mitigé;Maison;30;wellbeing;30;until_duration;"{""version"":1,""preparation_seconds"":30,""target_duration_seconds"":1800,""repeat_mode"":""until_duration"",""default_rest_seconds"":10,""steps"":[{""kind"":""instruction"",""text"":""Installe-toi confortablement et relâche les épaules."",""duration_seconds"":30,""auto_advance"":true,""loop"":false},{""kind"":""exercise"",""text"":""Inspire lentement par le nez."",""duration_seconds"":4,""auto_advance"":true,""loop"":true},{""kind"":""exercise"",""text"":""Expire doucement, un peu plus longtemps."",""duration_seconds"":6,""auto_advance"":true,""loop"":true},{""kind"":""rest"",""text"":""Respire naturellement quelques instants."",""duration_seconds"":10,""auto_advance"":true,""loop"":true},{""kind"":""cooldown"",""text"":""Reprends tes repères doucement."",""duration_seconds"":30,""auto_advance"":true,""loop"":false}]}"
Moment tranquille légère en intérieur - 30 min;Baisse le niveau de stimulation autour de toi.;Une activité pensée pour récupérer mentalement sans avoir à produire quoi que ce soit.;1) Éloigne une source de bruit ou d'écran si possible. 2) Respire calmement. 3) Reste dans le calme. 4) Reviens progressivement.;À plat;Maison;30;wellbeing;15;until_duration;"{""version"":1,""preparation_seconds"":15,""target_duration_seconds"":1800,""repeat_mode"":""until_duration"",""default_rest_seconds"":15,""steps"":[{""kind"":""instruction"",""text"":""Installe-toi dans une position confortable."",""duration_seconds"":30,""auto_advance"":true,""loop"":false},{""kind"":""exercise"",""text"":""Reste au calme, sans chercher à faire autre chose."",""duration_seconds"":60,""auto_advance"":true,""loop"":true},{""kind"":""rest"",""text"":""Relâche le visage, les épaules et la mâchoire."",""duration_seconds"":30,""auto_advance"":true,""loop"":true},{""kind"":""cooldown"",""text"":""Reviens doucement à ce qui t'entoure."",""duration_seconds"":30,""auto_advance"":true,""loop"":false}]}"
Souffle régulier équilibrée sur une pause dehors - 30 min;Installe un rythme respiratoire simple.;Un moment court pour relâcher la pression sans matériel et sans effort physique.;1) Pose ton attention sur ton souffle. 2) Respire naturellement. 3) Allonge légèrement l'expiration. 4) Termine par quelques secondes de calme. Si l'endroit n'est pas assez calme, garde seulement la partie la plus discrète de l'activité.;En forme;Extérieur;30;wellbeing;30;until_duration;"{""version"":1,""preparation_seconds"":30,""target_duration_seconds"":1800,""repeat_mode"":""until_duration"",""default_rest_seconds"":10,""steps"":[{""kind"":""instruction"",""text"":""Installe-toi confortablement et relâche les épaules."",""duration_seconds"":30,""auto_advance"":true,""loop"":false},{""kind"":""exercise"",""text"":""Inspire lentement par le nez."",""duration_seconds"":4,""auto_advance"":true,""loop"":true},{""kind"":""exercise"",""text"":""Expire doucement, un peu plus longtemps."",""duration_seconds"":6,""auto_advance"":true,""loop"":true},{""kind"":""rest"",""text"":""Respire naturellement quelques instants."",""duration_seconds"":10,""auto_advance"":true,""loop"":true},{""kind"":""cooldown"",""text"":""Reprends tes repères doucement."",""duration_seconds"":30,""auto_advance"":true,""loop"":false}]}"
