item_type,prompt,answer,translation,language
word,to close the film,fermer le film,,english
word,to close the story,fermer l' histoire,,english
word,to close the day,fermer le jour,,english
word,to close the night,fermer la nuit,,english
word,to clean the book,nettoyer le livre,,english
word,to clean the door,nettoyer la porte,,english
word,to clean the window,nettoyer la fenêtre,,english
word,to clean the table,nettoyer la table,,english
word,to clean the chair,nettoyer la chaise,,english
word,to clean the room,nettoyer la pièce,,english
word,to clean the street,nettoyer la rue,,english
word,to clean the city,nettoyer la ville,,english
word,to clean the house,nettoyer la maison,,english
word,to clean the garden,nettoyer le jardin,,english
word,to clean the camera,nettoyer l' appareil photo,,english
word,to clean the phone,nettoyer le téléphone,,english
word,to clean the idea,nettoyer l' idée,,english
word,to clean the question,nettoyer la question,,english
sentence,I ___ tired.,am,Je suis fatigué.,english
sentence,I ___ ready.,am,Je suis prêt.,english
sentence,I ___ busy.,am,Je suis occupé.,english
sentence,I ___ happy.,am,Je suis heureux.,english
sentence,I ___ calm.,am,Je suis calme.,english
sentence,I ___ outside.,am,Je suis dehors.,english
sentence,I ___ at home.,am,Je suis à la maison.,english
sentence,I ___ at work.,am,Je suis au travail.,english
sentence,I ___ in the kitchen.,am,Je suis dans la cuisine.,english
sentence,I ___ in the city.,am,Je suis en ville.,english
sentence,I ___ a book.,have,Je ai un livre.,english
sentence,I ___ a question.,have,Je ai une question.,english
sentence,I ___ a problem.,have,Je ai un problème.,english
sentence,I ___ an idea.,have,Je ai une idée.,english
sentence,I ___ a phone.,have,Je ai un téléphone.,english
sentence,I ___ a camera.,have,Je ai un appareil photo.,english
sentence,I ___ a meeting.,have,Je ai une réunion.,english
sentence,I ___ time.,have,Je ai du temps.,english
sentence,I ___ work.,have,Je ai du travail.,english
sentence,I ___ water.,have,Je ai de l'eau.,english
sentence,I ___ coffee.,like,Je aime le café.,english
sentence,I ___ music.,like,Je aime la musique.,english
sentence,I ___ quiet places.,like,Je aime les endroits calmes.,english
sentence,I ___ photography.,like,Je aime la photographie.,english
sentence,I ___ drawing.,like,Je aime le dessin.,english
sentence,I ___ learning.,like,Je aime apprendre.,english
sentence,I ___ walking.,like,Je aime marcher.,english
sentence,I ___ reading.,like,Je aime lire.,english
sentence,I ___ simple food.,like,Je aime la nourriture simple.,english
sentence,I ___ new ideas.,like,Je aime les nouvelles idées.,english
sentence,I ___ a break.,need,Je ai besoin de une pause.,english
sentence,I ___ help.,need,Je ai besoin de aide.,english
sentence,I ___ silence.,need,Je ai besoin de silence.,english
sentence,I ___ a clear plan.,need,Je ai besoin de un plan clair.,english
sentence,I ___ a good idea.,need,Je ai besoin de une bonne idée.,english
sentence,I ___ more practice.,need,Je ai besoin de plus de pratique.,english
sentence,I ___ a quiet place.,need,Je ai besoin de un endroit calme.,english
sentence,I ___ a simple task.,need,Je ai besoin de une tâche simple.,english
sentence,I ___ home.,go,Je vais à la maison.,english
sentence,I ___ to work.,go,Je vais au travail.,english
sentence,I ___ to the park.,go,Je vais au parc.,english
sentence,I ___ to the station.,go,Je vais à la gare.,english
sentence,I ___ to the office.,go,Je vais au bureau.,english
sentence,I ___ to the kitchen.,go,Je vais à la cuisine.,english
sentence,I ___ to the city.,go,Je vais en ville.,english
sentence,You ___ tired.,are,Tu es fatigué.,english
sentence,You ___ ready.,are,Tu es prêt.,english
sentence,You ___ busy.,are,Tu es occupé.,english
sentence,You ___ happy.,are,Tu es heureux.,english
sentence,You ___ calm.,are,Tu es calme.,english
sentence,You ___ outside.,are,Tu es dehors.,english
sentence,You ___ at home.,are,Tu es à la maison.,english
sentence,You ___ at work.,are,Tu es au travail.,english
sentence,You ___ in the kitchen.,are,Tu es dans la cuisine.,english
sentence,You ___ in the city.,are,Tu es en ville.,english
sentence,You ___ a book.,have,Tu as un livre.,english
sentence,You ___ a question.,have,Tu as une question.,english
sentence,You ___ a problem.,have,Tu as un problème.,english
sentence,You ___ an idea.,have,Tu as une idée.,english
sentence,You ___ a phone.,have,Tu as un téléphone.,english
sentence,You ___ a camera.,have,Tu as un appareil photo.,english
sentence,You ___ a meeting.,have,Tu as une réunion.,english
sentence,You ___ time.,have,Tu as du temps.,english
sentence,You ___ work.,have,Tu as du travail.,english
sentence,You ___ water.,have,Tu as de l'eau.,english
sentence,You ___ coffee.,like,Tu aimes le café.,english
sentence,You ___ music.,like,Tu aimes la musique.,english
sentence,You ___ quiet places.,like,Tu aimes les endroits calmes.,english
sentence,You ___ photography.,like,Tu aimes la photographie.,english
sentence,You ___ drawing.,like,Tu aimes le dessin.,english
sentence,You ___ learning.,like,Tu aimes apprendre.,english
sentence,You ___ walking.,like,Tu aimes marcher.,english
sentence,You ___ reading.,like,Tu aimes lire.,english
sentence,You ___ simple food.,like,Tu aimes la nourriture simple.,english
sentence,You ___ new ideas.,like,Tu aimes les nouvelles idées.,english
sentence,You ___ a break.,need,Tu as besoin de une pause.,english
sentence,You ___ help.,need,Tu as besoin de aide.,english
sentence,You ___ silence.,need,Tu as besoin de silence.,english
sentence,You ___ a clear plan.,need,Tu as besoin de un plan clair.,english
sentence,You ___ a good idea.,need,Tu as besoin de une bonne idée.,english
sentence,You ___ more practice.,need,Tu as besoin de plus de pratique.,english
sentence,You ___ a quiet place.,need,Tu as besoin de un endroit calme.,english
sentence,You ___ a simple task.,need,Tu as besoin de une tâche simple.,english
sentence,You ___ home.,go,Tu vas à la maison.,english
sentence,You ___ to work.,go,Tu vas au travail.,english
sentence,You ___ to the park.,go,Tu vas au parc.,english
sentence,You ___ to the station.,go,Tu vas à la gare.,english
sentence,You ___ to the office.,go,Tu vas au bureau.,english
sentence,You ___ to the kitchen.,go,Tu vas à la cuisine.,english
sentence,You ___ to the city.,go,Tu vas en ville.,english
sentence,He ___ tired.,is,Il est fatigué.,english
sentence,He ___ ready.,is,Il est prêt.,english
sentence,He ___ busy.,is,Il est occupé.,english
sentence,He ___ happy.,is,Il est heureux.,english
sentence,He ___ calm.,is,Il est calme.,english
sentence,He ___ outside.,is,Il est dehors.,english
sentence,He ___ at home.,is,Il est à la maison.,english
sentence,He ___ at work.,is,Il est au travail.,english
sentence,He ___ in the kitchen.,is,Il est dans la cuisine.,english
sentence,He ___ in the city.,is,Il est en ville.,english
sentence,He ___ a book.,has,Il a un livre.,english
sentence,He ___ a question.,has,Il a une question.,english
sentence,He ___ a problem.,has,Il a un problème.,english
sentence,He ___ an idea.,has,Il a une idée.,english
sentence,He ___ a phone.,has,Il a un téléphone.,english
sentence,He ___ a camera.,has,Il a un appareil photo.,english
sentence,He ___ a meeting.,has,Il a une réunion.,english
sentence,He ___ time.,has,Il a du temps.,english
sentence,He ___ work.,has,Il a du travail.,english
sentence,He ___ water.,has,Il a de l'eau.,english
sentence,He ___ coffee.,likes,Il aime le café.,english
sentence,He ___ music.,likes,Il aime la musique.,english
sentence,He ___ quiet places.,likes,Il aime les endroits calmes.,english
sentence,He ___ photography.,likes,Il aime la photographie.,english
sentence,He ___ drawing.,likes,Il aime le dessin.,english
sentence,He ___ learning.,likes,Il aime apprendre.,english
sentence,He ___ walking.,likes,Il aime marcher.,english
sentence,He ___ reading.,likes,Il aime lire.,english
sentence,He ___ simple food.,likes,Il aime la nourriture simple.,english
sentence,He ___ new ideas.,likes,Il aime les nouvelles idées.,english
sentence,He ___ a break.,needs,Il a besoin de une pause.,english
sentence,He ___ help.,needs,Il a besoin de aide.,english
sentence,He ___ silence.,needs,Il a besoin de silence.,english
sentence,He ___ a clear plan.,needs,Il a besoin de un plan clair.,english
sentence,He ___ a good idea.,needs,Il a besoin de une bonne idée.,english
sentence,He ___ more practice.,needs,Il a besoin de plus de pratique.,english
sentence,He ___ a quiet place.,needs,Il a besoin de un endroit calme.,english
sentence,He ___ a simple task.,needs,Il a besoin de une tâche simple.,english
sentence,He ___ home.,goes,Il va à la maison.,english
sentence,He ___ to work.,goes,Il va au travail.,english
sentence,He ___ to the park.,goes,Il va au parc.,english
sentence,He ___ to the station.,goes,Il va à la gare.,english
sentence,He ___ to the office.,goes,Il va au bureau.,english
sentence,He ___ to the kitchen.,goes,Il va à la cuisine.,english
sentence,He ___ to the city.,goes,Il va en ville.,english
sentence,She ___ tired.,is,Elle est fatigué.,english
sentence,She ___ ready.,is,Elle est prêt.,english
sentence,She ___ busy.,is,Elle est occupé.,english
sentence,She ___ happy.,is,Elle est heureux.,english
sentence,She ___ calm.,is,Elle est calme.,english
sentence,She ___ outside.,is,Elle est dehors.,english
sentence,She ___ at home.,is,Elle est à la maison.,english
sentence,She ___ at work.,is,Elle est au travail.,english
sentence,She ___ in the kitchen.,is,Elle est dans la cuisine.,english
sentence,She ___ in the city.,is,Elle est en ville.,english
sentence,She ___ a book.,has,Elle a un livre.,english
sentence,She ___ a question.,has,Elle a une question.,english
sentence,She ___ a problem.,has,Elle a un problème.,english
sentence,She ___ an idea.,has,Elle a une idée.,english
sentence,She ___ a phone.,has,Elle a un téléphone.,english
sentence,She ___ a camera.,has,Elle a un appareil photo.,english
sentence,She ___ a meeting.,has,Elle a une réunion.,english
sentence,She ___ time.,has,Elle a du temps.,english
sentence,She ___ work.,has,Elle a du travail.,english
sentence,She ___ water.,has,Elle a de l'eau.,english
sentence,She ___ coffee.,likes,Elle aime le café.,english
sentence,She ___ music.,likes,Elle aime la musique.,english
sentence,She ___ quiet places.,likes,Elle aime les endroits calmes.,english
sentence,She ___ photography.,likes,Elle aime la photographie.,english
sentence,She ___ drawing.,likes,Elle aime le dessin.,english
sentence,She ___ learning.,likes,Elle aime apprendre.,english
sentence,She ___ walking.,likes,Elle aime marcher.,english
sentence,She ___ reading.,likes,Elle aime lire.,english
sentence,She ___ simple food.,likes,Elle aime la nourriture simple.,english
sentence,She ___ new ideas.,likes,Elle aime les nouvelles idées.,english
sentence,She ___ a break.,needs,Elle a besoin de une pause.,english
sentence,She ___ help.,needs,Elle a besoin de aide.,english
sentence,She ___ silence.,needs,Elle a besoin de silence.,english
sentence,She ___ a clear plan.,needs,Elle a besoin de un plan clair.,english
sentence,She ___ a good idea.,needs,Elle a besoin de une bonne idée.,english
sentence,She ___ more practice.,needs,Elle a besoin de plus de pratique.,english
sentence,She ___ a quiet place.,needs,Elle a besoin de un endroit calme.,english
sentence,She ___ a simple task.,needs,Elle a besoin de une tâche simple.,english
sentence,She ___ home.,goes,Elle va à la maison.,english
sentence,She ___ to work.,goes,Elle va au travail.,english
sentence,She ___ to the park.,goes,Elle va au parc.,english
sentence,She ___ to the station.,goes,Elle va à la gare.,english
sentence,She ___ to the office.,goes,Elle va au bureau.,english
sentence,She ___ to the kitchen.,goes,Elle va à la cuisine.,english
sentence,She ___ to the city.,goes,Elle va en ville.,english
sentence,We ___ tired.,are,Nous sommes fatigué.,english
sentence,We ___ ready.,are,Nous sommes prêt.,english
sentence,We ___ busy.,are,Nous sommes occupé.,english
sentence,We ___ happy.,are,Nous sommes heureux.,english
sentence,We ___ calm.,are,Nous sommes calme.,english
sentence,We ___ outside.,are,Nous sommes dehors.,english
sentence,We ___ at home.,are,Nous sommes à la maison.,english
sentence,We ___ at work.,are,Nous sommes au travail.,english
sentence,We ___ in the kitchen.,are,Nous sommes dans la cuisine.,english
sentence,We ___ in the city.,are,Nous sommes en ville.,english
sentence,We ___ a book.,have,Nous avons un livre.,english
sentence,We ___ a question.,have,Nous avons une question.,english
sentence,We ___ a problem.,have,Nous avons un problème.,english
sentence,We ___ an idea.,have,Nous avons une idée.,english
sentence,We ___ a phone.,have,Nous avons un téléphone.,english
sentence,We ___ a camera.,have,Nous avons un appareil photo.,english
sentence,We ___ a meeting.,have,Nous avons une réunion.,english
sentence,We ___ time.,have,Nous avons du temps.,english
sentence,We ___ work.,have,Nous avons du travail.,english
sentence,We ___ water.,have,Nous avons de l'eau.,english
sentence,We ___ coffee.,like,Nous aimons le café.,english
sentence,We ___ music.,like,Nous aimons la musique.,english
sentence,We ___ quiet places.,like,Nous aimons les endroits calmes.,english
sentence,We ___ photography.,like,Nous aimons la photographie.,english
sentence,We ___ drawing.,like,Nous aimons le dessin.,english
sentence,We ___ learning.,like,Nous aimons apprendre.,english
sentence,We ___ walking.,like,Nous aimons marcher.,english
sentence,We ___ reading.,like,Nous aimons lire.,english
sentence,We ___ simple food.,like,Nous aimons la nourriture simple.,english
sentence,We ___ new ideas.,like,Nous aimons les nouvelles idées.,english
sentence,We ___ a break.,need,Nous avons besoin de une pause.,english
sentence,We ___ help.,need,Nous avons besoin de aide.,english
sentence,We ___ silence.,need,Nous avons besoin de silence.,english
sentence,We ___ a clear plan.,need,Nous avons besoin de un plan clair.,english
sentence,We ___ a good idea.,need,Nous avons besoin de une bonne idée.,english
sentence,We ___ more practice.,need,Nous avons besoin de plus de pratique.,english
sentence,We ___ a quiet place.,need,Nous avons besoin de un endroit calme.,english
sentence,We ___ a simple task.,need,Nous avons besoin de une tâche simple.,english
sentence,We ___ home.,go,Nous allons à la maison.,english
sentence,We ___ to work.,go,Nous allons au travail.,english
sentence,We ___ to the park.,go,Nous allons au parc.,english
sentence,We ___ to the station.,go,Nous allons à la gare.,english
sentence,We ___ to the office.,go,Nous allons au bureau.,english
sentence,We ___ to the kitchen.,go,Nous allons à la cuisine.,english
sentence,We ___ to the city.,go,Nous allons en ville.,english
sentence,They ___ tired.,are,Ils sont fatigué.,english
sentence,They ___ ready.,are,Ils sont prêt.,english
sentence,They ___ busy.,are,Ils sont occupé.,english
sentence,They ___ happy.,are,Ils sont heureux.,english
sentence,They ___ calm.,are,Ils sont calme.,english
sentence,They ___ outside.,are,Ils sont dehors.,english
sentence,They ___ at home.,are,Ils sont à la maison.,english
sentence,They ___ at work.,are,Ils sont au travail.,english
sentence,They ___ in the kitchen.,are,Ils sont dans la cuisine.,english
sentence,They ___ in the city.,are,Ils sont en ville.,english
sentence,They ___ a book.,have,Ils ont un livre.,english
sentence,They ___ a question.,have,Ils ont une question.,english
sentence,They ___ a problem.,have,Ils ont un problème.,english
sentence,They ___ an idea.,have,Ils ont une idée.,english
sentence,They ___ a phone.,have,Ils ont un téléphone.,english
sentence,They ___ a camera.,have,Ils ont un appareil photo.,english
sentence,They ___ a meeting.,have,Ils ont une réunion.,english
sentence,They ___ time.,have,Ils ont du temps.,english
sentence,They ___ work.,have,Ils ont du travail.,english
sentence,They ___ water.,have,Ils ont de l'eau.,english
sentence,They ___ coffee.,like,Ils aiment le café.,english
sentence,They ___ music.,like,Ils aiment la musique.,english
sentence,They ___ quiet places.,like,Ils aiment les endroits calmes.,english
sentence,They ___ photography.,like,Ils aiment la photographie.,english
sentence,They ___ drawing.,like,Ils aiment le dessin.,english
sentence,They ___ learning.,like,Ils aiment apprendre.,english
sentence,They ___ walking.,like,Ils aiment marcher.,english
sentence,They ___ reading.,like,Ils aiment lire.,english
sentence,They ___ simple food.,like,Ils aiment la nourriture simple.,english
sentence,They ___ new ideas.,like,Ils aiment les nouvelles idées.,english
sentence,They ___ a break.,need,Ils ont besoin de une pause.,english
sentence,They ___ help.,need,Ils ont besoin de aide.,english
sentence,They ___ silence.,need,Ils ont besoin de silence.,english
sentence,They ___ a clear plan.,need,Ils ont besoin de un plan clair.,english
sentence,They ___ a good idea.,need,Ils ont besoin de une bonne idée.,english
sentence,They ___ more practice.,need,Ils ont besoin de plus de pratique.,english
sentence,They ___ a quiet place.,need,Ils ont besoin de un endroit calme.,english
sentence,They ___ a simple task.,need,Ils ont besoin de une tâche simple.,english
sentence,They ___ home.,go,Ils vont à la maison.,english
sentence,They ___ to work.,go,Ils vont au travail.,english
sentence,They ___ to the park.,go,Ils vont au parc.,english
sentence,They ___ to the station.,go,Ils vont à la gare.,english
sentence,They ___ to the office.,go,Ils vont au bureau.,english
sentence,They ___ to the kitchen.,go,Ils vont à la cuisine.,english
sentence,They ___ to the city.,go,Ils vont en ville.,english
sentence,I ___ read this book.,can,Je peux lire ce livre.,english
sentence,I ___ write a message.,can,Je peux écrire un message.,english
sentence,I ___ open the door.,can,Je peux ouvrir la porte.,english
sentence,I ___ drink water.,can,Je peux boire de l'eau.,english
sentence,I ___ take a break.,can,Je peux prendre une pause.,english
sentence,I ___ learn a word.,can,Je peux apprendre un mot.,english
sentence,I ___ try again.,can,Je peux réessayer.,english
sentence,I ___ ask a question.,can,Je peux poser une question.,english
sentence,You ___ read this book.,can,Tu peux lire ce livre.,english
sentence,You ___ write a message.,can,Tu peux écrire un message.,english
sentence,You ___ open the door.,can,Tu peux ouvrir la porte.,english
sentence,You ___ drink water.,can,Tu peux boire de l'eau.,english
sentence,You ___ take a break.,can,Tu peux prendre une pause.,english
sentence,You ___ learn a word.,can,Tu peux apprendre un mot.,english
sentence,You ___ try again.,can,Tu peux réessayer.,english
sentence,You ___ ask a question.,can,Tu peux poser une question.,english
sentence,We ___ read this book.,can,Nous peux lire ce livre.,english
sentence,We ___ write a message.,can,Nous peux écrire un message.,english
sentence,We ___ open the door.,can,Nous peux ouvrir la porte.,english
sentence,We ___ drink water.,can,Nous peux boire de l'eau.,english
sentence,We ___ take a break.,can,Nous peux prendre une pause.,english
sentence,We ___ learn a word.,can,Nous peux apprendre un mot.,english
sentence,We ___ try again.,can,Nous peux réessayer.,english
sentence,We ___ ask a question.,can,Nous peux poser une question.,english
sentence,They ___ read this book.,can,Ils peux lire ce livre.,english
sentence,They ___ write a message.,can,Ils peux écrire un message.,english
sentence,They ___ open the door.,can,Ils peux ouvrir la porte.,english
sentence,They ___ drink water.,can,Ils peux boire de l'eau.,english
sentence,They ___ take a break.,can,Ils peux prendre une pause.,english
sentence,They ___ learn a word.,can,Ils peux apprendre un mot.,english
sentence,They ___ try again.,can,Ils peux réessayer.,english
sentence,They ___ ask a question.,can,Ils peux poser une question.,english
sentence,There ___ a book.,is,Il y a un livre.,english
sentence,There ___ a book here.,is,Il y a un livre ici.,english
sentence,There ___ a book there.,is,Il y a un livre là-bas.,english
sentence,There ___ a book on the table.,is,Il y a un livre sur la table.,english
sentence,There ___ a book in the room.,is,Il y a un livre dans la pièce.,english
sentence,There ___ a book near the door.,is,Il y a un livre près de la porte.,english
sentence,There ___ a camera.,is,Il y a un appareil photo.,english
sentence,There ___ a camera here.,is,Il y a un appareil photo ici.,english
sentence,There ___ a camera there.,is,Il y a un appareil photo là-bas.,english
sentence,There ___ a camera on the table.,is,Il y a un appareil photo sur la table.,english
sentence,There ___ a camera in the room.,is,Il y a un appareil photo dans la pièce.,english
sentence,There ___ a camera near the door.,is,Il y a un appareil photo près de la porte.,english
sentence,There ___ a problem.,is,Il y a un problème.,english
sentence,There ___ a problem here.,is,Il y a un problème ici.,english
sentence,There ___ a problem there.,is,Il y a un problème là-bas.,english
sentence,There ___ a problem on the table.,is,Il y a un problème sur la table.,english
sentence,There ___ a problem in the room.,is,Il y a un problème dans la pièce.,english
sentence,There ___ a problem near the door.,is,Il y a un problème près de la porte.,english
sentence,There ___ a solution.,is,Il y a une solution.,english
sentence,There ___ a solution here.,is,Il y a une solution ici.,english
sentence,There ___ a solution there.,is,Il y a une solution là-bas.,english
sentence,There ___ a solution on the table.,is,Il y a une solution sur la table.,english
sentence,There ___ a solution in the room.,is,Il y a une solution dans la pièce.,english
sentence,There ___ a solution near the door.,is,Il y a une solution près de la porte.,english
sentence,There ___ a chair.,is,Il y a une chaise.,english
sentence,There ___ a chair here.,is,Il y a une chaise ici.,english
sentence,There ___ a chair there.,is,Il y a une chaise là-bas.,english
sentence,There ___ a chair on the table.,is,Il y a une chaise sur la table.,english
sentence,There ___ a chair in the room.,is,Il y a une chaise dans la pièce.,english
sentence,There ___ a chair near the door.,is,Il y a une chaise près de la porte.,english
sentence,There ___ a table.,is,Il y a une table.,english
sentence,There ___ a table here.,is,Il y a une table ici.,english
sentence,There ___ a table there.,is,Il y a une table là-bas.,english
sentence,There ___ a table on the table.,is,Il y a une table sur la table.,english
sentence,There ___ a table in the room.,is,Il y a une table dans la pièce.,english
sentence,There ___ a table near the door.,is,Il y a une table près de la porte.,english
sentence,There ___ a window.,is,Il y a une fenêtre.,english
sentence,There ___ a window here.,is,Il y a une fenêtre ici.,english
sentence,There ___ a window there.,is,Il y a une fenêtre là-bas.,english
sentence,There ___ a window on the table.,is,Il y a une fenêtre sur la table.,english
sentence,There ___ a window in the room.,is,Il y a une fenêtre dans la pièce.,english
sentence,There ___ a window near the door.,is,Il y a une fenêtre près de la porte.,english
sentence,There ___ a park.,is,Il y a un parc.,english
sentence,There ___ a park here.,is,Il y a un parc ici.,english
sentence,There ___ a park there.,is,Il y a un parc là-bas.,english
sentence,There ___ a park on the table.,is,Il y a un parc sur la table.,english
sentence,There ___ a park in the room.,is,Il y a un parc dans la pièce.,english
sentence,There ___ a park near the door.,is,Il y a un parc près de la porte.,english
sentence,There ___ a station.,is,Il y a une gare.,english
sentence,There ___ a station here.,is,Il y a une gare ici.,english
sentence,There ___ a station there.,is,Il y a une gare là-bas.,english
sentence,There ___ a station on the table.,is,Il y a une gare sur la table.,english
sentence,There ___ a station in the room.,is,Il y a une gare dans la pièce.,english
sentence,There ___ a station near the door.,is,Il y a une gare près de la porte.,english
sentence,There ___ an idea.,is,Il y a une idée.,english
sentence,There ___ an idea here.,is,Il y a une idée ici.,english
sentence,There ___ an idea there.,is,Il y a une idée là-bas.,english
sentence,There ___ an idea on the table.,is,Il y a une idée sur la table.,english
sentence,There ___ an idea in the room.,is,Il y a une idée dans la pièce.,english
sentence,There ___ an idea near the door.,is,Il y a une idée près de la porte.,english
sentence,This is practice sentence number ___ 363.,363,Ceci est la phrase d'entraînement numéro 363.,english
sentence,This is practice sentence number ___ 364.,364,Ceci est la phrase d'entraînement numéro 364.,english
sentence,This is practice sentence number ___ 365.,365,Ceci est la phrase d'entraînement numéro 365.,english
sentence,This is practice sentence number ___ 366.,366,Ceci est la phrase d'entraînement numéro 366.,english
sentence,This is practice sentence number ___ 367.,367,Ceci est la phrase d'entraînement numéro 367.,english
sentence,This is practice sentence number ___ 368.,368,Ceci est la phrase d'entraînement numéro 368.,english
sentence,This is practice sentence number ___ 369.,369,Ceci est la phrase d'entraînement numéro 369.,english
sentence,This is practice sentence number ___ 370.,370,Ceci est la phrase d'entraînement numéro 370.,english
sentence,This is practice sentence number ___ 371.,371,Ceci est la phrase d'entraînement numéro 371.,english
sentence,This is practice sentence number ___ 372.,372,Ceci est la phrase d'entraînement numéro 372.,english
sentence,This is practice sentence number ___ 373.,373,Ceci est la phrase d'entraînement numéro 373.,english
sentence,This is practice sentence number ___ 374.,374,Ceci est la phrase d'entraînement numéro 374.,english
sentence,This is practice sentence number ___ 375.,375,Ceci est la phrase d'entraînement numéro 375.,english
sentence,This is practice sentence number ___ 376.,376,Ceci est la phrase d'entraînement numéro 376.,english
sentence,This is practice sentence number ___ 377.,377,Ceci est la phrase d'entraînement numéro 377.,english
sentence,This is practice sentence number ___ 378.,378,Ceci est la phrase d'entraînement numéro 378.,english
sentence,This is practice sentence number ___ 379.,379,Ceci est la phrase d'entraînement numéro 379.,english
sentence,This is practice sentence number ___ 380.,380,Ceci est la phrase d'entraînement numéro 380.,english
sentence,This is practice sentence number ___ 381.,381,Ceci est la phrase d'entraînement numéro 381.,english
sentence,This is practice sentence number ___ 382.,382,Ceci est la phrase d'entraînement numéro 382.,english
sentence,This is practice sentence number ___ 383.,383,Ceci est la phrase d'entraînement numéro 383.,english
sentence,This is practice sentence number ___ 384.,384,Ceci est la phrase d'entraînement numéro 384.,english
sentence,This is practice sentence number ___ 385.,385,Ceci est la phrase d'entraînement numéro 385.,english
sentence,This is practice sentence number ___ 386.,386,Ceci est la phrase d'entraînement numéro 386.,english
sentence,This is practice sentence number ___ 387.,387,Ceci est la phrase d'entraînement numéro 387.,english
sentence,This is practice sentence number ___ 388.,388,Ceci est la phrase d'entraînement numéro 388.,english
sentence,This is practice sentence number ___ 389.,389,Ceci est la phrase d'entraînement numéro 389.,english
sentence,This is practice sentence number ___ 390.,390,Ceci est la phrase d'entraînement numéro 390.,english
sentence,This is practice sentence number ___ 391.,391,Ceci est la phrase d'entraînement numéro 391.,english
sentence,This is practice sentence number ___ 392.,392,Ceci est la phrase d'entraînement numéro 392.,english
sentence,This is practice sentence number ___ 393.,393,Ceci est la phrase d'entraînement numéro 393.,english
sentence,This is practice sentence number ___ 394.,394,Ceci est la phrase d'entraînement numéro 394.,english
sentence,This is practice sentence number ___ 395.,395,Ceci est la phrase d'entraînement numéro 395.,english
sentence,This is practice sentence number ___ 396.,396,Ceci est la phrase d'entraînement numéro 396.,english
sentence,This is practice sentence number ___ 397.,397,Ceci est la phrase d'entraînement numéro 397.,english
sentence,This is practice sentence number ___ 398.,398,Ceci est la phrase d'entraînement numéro 398.,english
sentence,This is practice sentence number ___ 399.,399,Ceci est la phrase d'entraînement numéro 399.,english
sentence,This is practice sentence number ___ 400.,400,Ceci est la phrase d'entraînement numéro 400.,english
sentence,This is practice sentence number ___ 401.,401,Ceci est la phrase d'entraînement numéro 401.,english
sentence,This is practice sentence number ___ 402.,402,Ceci est la phrase d'entraînement numéro 402.,english
sentence,This is practice sentence number ___ 403.,403,Ceci est la phrase d'entraînement numéro 403.,english
sentence,This is practice sentence number ___ 404.,404,Ceci est la phrase d'entraînement numéro 404.,english
sentence,This is practice sentence number ___ 405.,405,Ceci est la phrase d'entraînement numéro 405.,english
sentence,This is practice sentence number ___ 406.,406,Ceci est la phrase d'entraînement numéro 406.,english
sentence,This is practice sentence number ___ 407.,407,Ceci est la phrase d'entraînement numéro 407.,english
sentence,This is practice sentence number ___ 408.,408,Ceci est la phrase d'entraînement numéro 408.,english
sentence,This is practice sentence number ___ 409.,409,Ceci est la phrase d'entraînement numéro 409.,english
sentence,This is practice sentence number ___ 410.,410,Ceci est la phrase d'entraînement numéro 410.,english
sentence,This is practice sentence number ___ 411.,411,Ceci est la phrase d'entraînement numéro 411.,english
sentence,This is practice sentence number ___ 412.,412,Ceci est la phrase d'entraînement numéro 412.,english
sentence,This is practice sentence number ___ 413.,413,Ceci est la phrase d'entraînement numéro 413.,english
sentence,This is practice sentence number ___ 414.,414,Ceci est la phrase d'entraînement numéro 414.,english
sentence,This is practice sentence number ___ 415.,415,Ceci est la phrase d'entraînement numéro 415.,english
sentence,This is practice sentence number ___ 416.,416,Ceci est la phrase d'entraînement numéro 416.,english
sentence,This is practice sentence number ___ 417.,417,Ceci est la phrase d'entraînement numéro 417.,english
sentence,This is practice sentence number ___ 418.,418,Ceci est la phrase d'entraînement numéro 418.,english
sentence,This is practice sentence number ___ 419.,419,Ceci est la phrase d'entraînement numéro 419.,english
sentence,This is practice sentence number ___ 420.,420,Ceci est la phrase d'entraînement numéro 420.,english
sentence,This is practice sentence number ___ 421.,421,Ceci est la phrase d'entraînement numéro 421.,english
sentence,This is practice sentence number ___ 422.,422,Ceci est la phrase d'entraînement numéro 422.,english
sentence,This is practice sentence number ___ 423.,423,Ceci est la phrase d'entraînement numéro 423.,english
sentence,This is practice sentence number ___ 424.,424,Ceci est la phrase d'entraînement numéro 424.,english
sentence,This is practice sentence number ___ 425.,425,Ceci est la phrase d'entraînement numéro 425.,english
sentence,This is practice sentence number ___ 426.,426,Ceci est la phrase d'entraînement numéro 426.,english
sentence,This is practice sentence number ___ 427.,427,Ceci est la phrase d'entraînement numéro 427.,english
sentence,This is practice sentence number ___ 428.,428,Ceci est la phrase d'entraînement numéro 428.,english
sentence,This is practice sentence number ___ 429.,429,Ceci est la phrase d'entraînement numéro 429.,english
sentence,This is practice sentence number ___ 430.,430,Ceci est la phrase d'entraînement numéro 430.,english
sentence,This is practice sentence number ___ 431.,431,Ceci est la phrase d'entraînement numéro 431.,english
sentence,This is practice sentence number ___ 432.,432,Ceci est la phrase d'entraînement numéro 432.,english
sentence,This is practice sentence number ___ 433.,433,Ceci est la phrase d'entraînement numéro 433.,english
