name;content;description;steps;mood;location;duration;image_key
Nettoyage notifications 3;Réduis les interruptions inutiles de ton téléphone.;Une activité numérique qui aide directement à moins scroller.;1) Ouvre les réglages de notifications. 2) Choisis une application trop bruyante. 3) Coupe une notification inutile. 4) Répète avec deux autres apps. 5) Garde seulement l'utile.;Mitigé;Extérieur;15;productivity
Objet à sa place 3;Remets en place les objets qui traînent autour de toi.;Une action simple pour retrouver de l'ordre sans gros chantier.;1) Repère cinq objets déplacés. 2) Ramène chacun à son vrai emplacement. 3) Jette ce qui n'a plus d'utilité. 4) Nettoie la zone libérée. 5) Observe le gain d'espace.;À plat;Extérieur;15;productivity
Mini inventaire 3;Fais le point sur une catégorie d'objets que tu accumules.;Une activité de clarté pour éviter les doublons et les achats inutiles.;1) Choisis une catégorie comme câbles stylos carnets ou produits. 2) Regroupe ce qui est visible. 3) Compte rapidement. 4) Garde les meilleurs. 5) Mets les doublons à part.;En forme;Maison;15;productivity
Pause administrative 3;Traite une seule petite tâche administrative.;Une action courte pour éviter que les papiers deviennent une montagne.;1) Choisis une tâche simple. 2) Ouvre le document ou site nécessaire. 3) Complète seulement l'étape accessible. 4) Note ce qui bloque si besoin. 5) Range la preuve ou le document.;Mitigé;Maison;15;productivity
Nettoyage sac numérique 3;Allège ton téléphone comme tu viderais un sac.;Une activité digitale pour retirer l'inutile et calmer l'interface.;1) Supprime trois captures inutiles. 2) Ferme les applications ouvertes. 3) Retire un raccourci inutile. 4) Range une app dans un dossier. 5) Garde l'écran plus sobre.;À plat;Maison;15;productivity
Surface de départ 3;Prépare une zone pour commencer une activité utile ensuite.;Une mise en place qui réduit la friction avant une tâche.;1) Choisis l'activité à venir. 2) Prépare l'objet principal. 3) Retire ce qui gêne. 4) Mets l'outil au centre. 5) Laisse la zone prête à l'emploi.;En forme;Bureau;15;productivity
Décision rapide 3;Prends une petite décision que tu repousses.;Une activité pour fermer une boucle mentale sans gros effort.;1) Choisis une décision simple. 2) Note deux options maximum. 3) Choisis la plus réaliste. 4) Note la prochaine action. 5) Considère le sujet fermé pour l'instant.;Mitigé;Bureau;15;productivity
Placard ciblé;Réorganise une partie de placard sans vider toute la maison.;Une session productive pour créer un espace plus lisible et durable.;1) Choisis une seule étagère. 2) Sors tout son contenu. 3) Trie garder donner jeter déplacer. 4) Nettoie la zone. 5) Replace par familles faciles à retrouver.;En forme;Maison;30;productivity
Pièce reset;Remets une pièce en ordre avec une méthode simple.;Une activité de 30 minutes pour transformer visiblement un espace.;1) Choisis une pièce. 2) Ramasse les objets au sol. 3) Range les surfaces principales. 4) Jette les déchets évidents. 5) Termine par un passage rapide sur la zone la plus visible.;Mitigé;Maison;30;productivity
Administration légère;Avance sur tes papiers sans y passer la journée.;Une session cadrée pour traiter une petite pile administrative.;1) Rassemble les documents. 2) Sépare urgent important à classer à jeter. 3) Traite une action simple. 4) Classe le reste proprement. 5) Note la prochaine étape.;À plat;Maison;30;productivity
Grand tri photos;Nettoie une partie de ta galerie photo en profondeur.;Une activité numérique utile pour alléger ton téléphone.;1) Choisis un mois ou un album. 2) Supprime doublons captures et flous. 3) Garde les meilleures images. 4) Crée un album si utile. 5) Arrête à 30 minutes.;En forme;Bureau;30;productivity
Cuisine organisée;Réorganise une zone précise de la cuisine.;Une activité concrète pour rendre la préparation des repas plus fluide.;1) Choisis placard tiroir ou plan de travail. 2) Sors les objets. 3) Regroupe par usage. 4) Jette le périmé ou inutile. 5) Replace ce qui sert souvent devant.;Mitigé;Bureau;30;productivity
Bureau complet;Transforme ton bureau en espace prêt à travailler.;Une session complète pour réduire les distractions physiques et numériques.;1) Range la surface physique. 2) Nettoie écran clavier et souris. 3) Classe papiers et notes. 4) Ferme les onglets inutiles. 5) Prépare la prochaine tâche importante.;À plat;Bureau;30;productivity
Garde-robe capsule;Sélectionne quelques vêtements vraiment utiles pour la semaine.;Une activité de tri vestimentaire orientée simplicité.;1) Choisis dix à quinze pièces. 2) Vérifie ce qui est propre et portable. 3) Prépare trois tenues possibles. 4) Mets de côté ce qui encombre. 5) Range de manière visible.;En forme;Extérieur;30;productivity
Menu trois repas;Prépare trois idées de repas simples avec ce que tu as.;Une activité pratique pour réduire les décisions alimentaires.;1) Regarde frigo placards et congélateur. 2) Liste les ingrédients disponibles. 3) Compose trois repas réalistes. 4) Note ce qu'il manque. 5) Prépare un élément si possible.;Mitigé;Extérieur;30;productivity
Nettoyage numérique;Fais un vrai reset de ton environnement digital.;Une session de 30 minutes pour réduire le désordre numérique.;1) Nettoie téléchargements et bureau. 2) Supprime fichiers inutiles. 3) Range les documents importants. 4) Vide la corbeille si tu es sûr. 5) Ferme avec un espace plus clair.;À plat;Extérieur;30;productivity
Plan projet perso;Transforme une idée floue en mini-plan d'action.;Une activité de structuration pour avancer sur un projet personnel.;1) Écris l'idée en une phrase. 2) Note le résultat attendu. 3) Liste cinq actions possibles. 4) Choisis la première action. 5) Planifie un moment pour l'exécuter.;En forme;Maison;30;productivity
Ménage ciblé;Nettoie une zone précise au lieu de vouloir tout faire.;Une activité efficace pour obtenir un résultat net en 30 minutes.;1) Choisis une zone limitée. 2) Retire les objets. 3) Nettoie la surface ou le sol. 4) Replace seulement l'utile. 5) Jette ou déplace le reste.;Mitigé;Maison;30;productivity
Boîte mail profonde;Réduis sérieusement le bruit dans ta boîte mail.;Une session cadrée pour reprendre le contrôle sans viser inbox zéro.;1) Recherche les newsletters inutiles. 2) Désabonne-toi de quelques-unes. 3) Archive les anciens messages. 4) Marque les vrais sujets à traiter. 5) Réponds à un message important.;À plat;Maison;30;productivity
Objectifs mensuels;Pose trois objectifs réalistes pour les prochaines semaines.;Une activité de clarté personnelle pour sortir du flou.;1) Note toutes tes envies. 2) Choisis trois objectifs utiles. 3) Définit une action par objectif. 4) Retire ce qui n'est pas prioritaire. 5) Ajoute une date de revue.;En forme;Bureau;30;productivity
Entrée complète;Réorganise l'entrée pour faciliter les départs et retours.;Une activité très concrète pour gagner du temps au quotidien.;1) Range chaussures et sacs. 2) Crée une place pour les clés. 3) Jette les papiers inutiles. 4) Nettoie la zone visible. 5) Prépare un départ plus simple.;Mitigé;Bureau;30;productivity
Archive importante;Crée un espace clair pour un type de document important.;Une activité administrative légère mais durable.;1) Choisis une catégorie comme santé logement travail. 2) Rassemble les documents liés. 3) Supprime les doublons. 4) Classe par date ou sujet. 5) Nomme clairement le dossier.;À plat;Bureau;30;productivity
Routine soir;Construis une routine de fin de journée réaliste.;Une activité pour rendre les soirées moins chaotiques.;1) Note ce qui te pèse le soir. 2) Choisis trois gestes simples. 3) Prépare un ordre logique. 4) Retire les actions trop ambitieuses. 5) Teste pendant deux jours.;En forme;Extérieur;30;productivity
Coin détente;Aménage un petit espace plus agréable pour te poser.;Une activité de rangement et d'ambiance sans achat nécessaire.;1) Choisis une chaise canapé ou coin calme. 2) Retire le désordre autour. 3) Ajoute un objet agréable déjà présent. 4) Nettoie rapidement. 5) Garde l'espace prêt à l'emploi.;Mitigé;Extérieur;30;productivity
Révision abonnements;Repère les abonnements ou services que tu n'utilises plus.;Une activité de finance personnelle simple et concrète.;1) Consulte tes paiements récurrents. 2) Liste les abonnements actifs. 3) Repère ceux peu utilisés. 4) Note ceux à annuler ou vérifier. 5) Programme une action si besoin.;À plat;Extérieur;30;productivity
Préparation semaine;Prépare ton environnement pour une semaine plus simple.;Une activité globale pour réduire les frictions à venir.;1) Vérifie agenda et obligations. 2) Prépare une liste courte de priorités. 3) Range une zone clé. 4) Prépare un élément matériel utile. 5) Termine par la première action de demain.;En forme;Maison;30;productivity
Tri objets à donner;Crée une petite pile d'objets à donner ou vendre.;Une activité utile pour désencombrer sans jeter trop vite.;1) Choisis une zone limitée. 2) Repère les objets inutilisés. 3) Sépare donner vendre jeter garder. 4) Mets les objets à donner dans un sac. 5) Note où les déposer.;Mitigé;Maison;30;productivity
Routine anti-procrastination;Transforme une tâche repoussée en première action très concrète.;Une activité pour sortir du blocage sans viser la performance.;1) Choisis une tâche que tu repousses. 2) Écris seulement la première action. 3) Prépare l'outil nécessaire. 4) Fais deux minutes de démarrage. 5) Note la suite sans obligation de finir.;À plat;Maison;30;productivity
Zone zéro bazar;Crée une petite zone parfaitement claire.;Une action de rangement limitée qui donne une vraie satisfaction visuelle.;1) Choisis une zone très précise. 2) Retire tous les objets. 3) Nettoie rapidement. 4) Replace seulement deux ou trois éléments utiles. 5) Laisse le reste à trier plus tard.;En forme;Bureau;30;productivity
Top trois priorités;Clarifie ce qui compte vraiment maintenant.;Une activité mentale productive pour réduire le bruit intérieur.;1) Note toutes les tâches qui te viennent. 2) Choisis les trois plus importantes. 3) Classe-les par impact. 4) Découpe la première en action simple. 5) Garde cette action visible.;Mitigé;Bureau;30;productivity
Nettoyage notifications;Réduis les interruptions inutiles de ton téléphone.;Une activité numérique qui aide directement à moins scroller.;1) Ouvre les réglages de notifications. 2) Choisis une application trop bruyante. 3) Coupe une notification inutile. 4) Répète avec deux autres apps. 5) Garde seulement l'utile.;À plat;Bureau;30;productivity
Objet à sa place;Remets en place les objets qui traînent autour de toi.;Une action simple pour retrouver de l'ordre sans gros chantier.;1) Repère cinq objets déplacés. 2) Ramène chacun à son vrai emplacement. 3) Jette ce qui n'a plus d'utilité. 4) Nettoie la zone libérée. 5) Observe le gain d'espace.;En forme;Extérieur;30;productivity
Mini inventaire;Fais le point sur une catégorie d'objets que tu accumules.;Une activité de clarté pour éviter les doublons et les achats inutiles.;1) Choisis une catégorie comme câbles stylos carnets ou produits. 2) Regroupe ce qui est visible. 3) Compte rapidement. 4) Garde les meilleurs. 5) Mets les doublons à part.;Mitigé;Extérieur;30;productivity
Pause administrative;Traite une seule petite tâche administrative.;Une action courte pour éviter que les papiers deviennent une montagne.;1) Choisis une tâche simple. 2) Ouvre le document ou site nécessaire. 3) Complète seulement l'étape accessible. 4) Note ce qui bloque si besoin. 5) Range la preuve ou le document.;À plat;Extérieur;30;productivity
Nettoyage sac numérique;Allège ton téléphone comme tu viderais un sac.;Une activité digitale pour retirer l'inutile et calmer l'interface.;1) Supprime trois captures inutiles. 2) Ferme les applications ouvertes. 3) Retire un raccourci inutile. 4) Range une app dans un dossier. 5) Garde l'écran plus sobre.;En forme;Maison;30;productivity
Surface de départ;Prépare une zone pour commencer une activité utile ensuite.;Une mise en place qui réduit la friction avant une tâche.;1) Choisis l'activité à venir. 2) Prépare l'objet principal. 3) Retire ce qui gêne. 4) Mets l'outil au centre. 5) Laisse la zone prête à l'emploi.;Mitigé;Maison;30;productivity
Décision rapide;Prends une petite décision que tu repousses.;Une activité pour fermer une boucle mentale sans gros effort.;1) Choisis une décision simple. 2) Note deux options maximum. 3) Choisis la plus réaliste. 4) Note la prochaine action. 5) Considère le sujet fermé pour l'instant.;À plat;Maison;30;productivity
Routine anti-procrastination 2;Transforme une tâche repoussée en première action très concrète.;Une activité pour sortir du blocage sans viser la performance.;1) Choisis une tâche que tu repousses. 2) Écris seulement la première action. 3) Prépare l'outil nécessaire. 4) Fais deux minutes de démarrage. 5) Note la suite sans obligation de finir.;En forme;Bureau;30;productivity
Zone zéro bazar 2;Crée une petite zone parfaitement claire.;Une action de rangement limitée qui donne une vraie satisfaction visuelle.;1) Choisis une zone très précise. 2) Retire tous les objets. 3) Nettoie rapidement. 4) Replace seulement deux ou trois éléments utiles. 5) Laisse le reste à trier plus tard.;Mitigé;Bureau;30;productivity
Top trois priorités 2;Clarifie ce qui compte vraiment maintenant.;Une activité mentale productive pour réduire le bruit intérieur.;1) Note toutes les tâches qui te viennent. 2) Choisis les trois plus importantes. 3) Classe-les par impact. 4) Découpe la première en action simple. 5) Garde cette action visible.;À plat;Bureau;30;productivity
Nettoyage notifications 2;Réduis les interruptions inutiles de ton téléphone.;Une activité numérique qui aide directement à moins scroller.;1) Ouvre les réglages de notifications. 2) Choisis une application trop bruyante. 3) Coupe une notification inutile. 4) Répète avec deux autres apps. 5) Garde seulement l'utile.;En forme;Extérieur;30;productivity
Objet à sa place 2;Remets en place les objets qui traînent autour de toi.;Une action simple pour retrouver de l'ordre sans gros chantier.;1) Repère cinq objets déplacés. 2) Ramène chacun à son vrai emplacement. 3) Jette ce qui n'a plus d'utilité. 4) Nettoie la zone libérée. 5) Observe le gain d'espace.;Mitigé;Extérieur;30;productivity
Mini inventaire 2;Fais le point sur une catégorie d'objets que tu accumules.;Une activité de clarté pour éviter les doublons et les achats inutiles.;1) Choisis une catégorie comme câbles stylos carnets ou produits. 2) Regroupe ce qui est visible. 3) Compte rapidement. 4) Garde les meilleurs. 5) Mets les doublons à part.;À plat;Extérieur;30;productivity
Pause administrative 2;Traite une seule petite tâche administrative.;Une action courte pour éviter que les papiers deviennent une montagne.;1) Choisis une tâche simple. 2) Ouvre le document ou site nécessaire. 3) Complète seulement l'étape accessible. 4) Note ce qui bloque si besoin. 5) Range la preuve ou le document.;En forme;Maison;30;productivity
Nettoyage sac numérique 2;Allège ton téléphone comme tu viderais un sac.;Une activité digitale pour retirer l'inutile et calmer l'interface.;1) Supprime trois captures inutiles. 2) Ferme les applications ouvertes. 3) Retire un raccourci inutile. 4) Range une app dans un dossier. 5) Garde l'écran plus sobre.;Mitigé;Maison;30;productivity
Surface de départ 2;Prépare une zone pour commencer une activité utile ensuite.;Une mise en place qui réduit la friction avant une tâche.;1) Choisis l'activité à venir. 2) Prépare l'objet principal. 3) Retire ce qui gêne. 4) Mets l'outil au centre. 5) Laisse la zone prête à l'emploi.;À plat;Maison;30;productivity
Décision rapide 2;Prends une petite décision que tu repousses.;Une activité pour fermer une boucle mentale sans gros effort.;1) Choisis une décision simple. 2) Note deux options maximum. 3) Choisis la plus réaliste. 4) Note la prochaine action. 5) Considère le sujet fermé pour l'instant.;En forme;Bureau;30;productivity
Routine anti-procrastination 3;Transforme une tâche repoussée en première action très concrète.;Une activité pour sortir du blocage sans viser la performance.;1) Choisis une tâche que tu repousses. 2) Écris seulement la première action. 3) Prépare l'outil nécessaire. 4) Fais deux minutes de démarrage. 5) Note la suite sans obligation de finir.;Mitigé;Bureau;30;productivity
Zone zéro bazar 3;Crée une petite zone parfaitement claire.;Une action de rangement limitée qui donne une vraie satisfaction visuelle.;1) Choisis une zone très précise. 2) Retire tous les objets. 3) Nettoie rapidement. 4) Replace seulement deux ou trois éléments utiles. 5) Laisse le reste à trier plus tard.;À plat;Bureau;30;productivity
Top trois priorités 3;Clarifie ce qui compte vraiment maintenant.;Une activité mentale productive pour réduire le bruit intérieur.;1) Note toutes les tâches qui te viennent. 2) Choisis les trois plus importantes. 3) Classe-les par impact. 4) Découpe la première en action simple. 5) Garde cette action visible.;En forme;Extérieur;30;productivity
Nettoyage notifications 3;Réduis les interruptions inutiles de ton téléphone.;Une activité numérique qui aide directement à moins scroller.;1) Ouvre les réglages de notifications. 2) Choisis une application trop bruyante. 3) Coupe une notification inutile. 4) Répète avec deux autres apps. 5) Garde seulement l'utile.;Mitigé;Extérieur;30;productivity
Objet à sa place 3;Remets en place les objets qui traînent autour de toi.;Une action simple pour retrouver de l'ordre sans gros chantier.;1) Repère cinq objets déplacés. 2) Ramène chacun à son vrai emplacement. 3) Jette ce qui n'a plus d'utilité. 4) Nettoie la zone libérée. 5) Observe le gain d'espace.;À plat;Extérieur;30;productivity
Mini inventaire 3;Fais le point sur une catégorie d'objets que tu accumules.;Une activité de clarté pour éviter les doublons et les achats inutiles.;1) Choisis une catégorie comme câbles stylos carnets ou produits. 2) Regroupe ce qui est visible. 3) Compte rapidement. 4) Garde les meilleurs. 5) Mets les doublons à part.;En forme;Maison;30;productivity
Pause administrative 3;Traite une seule petite tâche administrative.;Une action courte pour éviter que les papiers deviennent une montagne.;1) Choisis une tâche simple. 2) Ouvre le document ou site nécessaire. 3) Complète seulement l'étape accessible. 4) Note ce qui bloque si besoin. 5) Range la preuve ou le document.;Mitigé;Maison;30;productivity
Nettoyage sac numérique 3;Allège ton téléphone comme tu viderais un sac.;Une activité digitale pour retirer l'inutile et calmer l'interface.;1) Supprime trois captures inutiles. 2) Ferme les applications ouvertes. 3) Retire un raccourci inutile. 4) Range une app dans un dossier. 5) Garde l'écran plus sobre.;À plat;Maison;30;productivity
Surface de départ 3;Prépare une zone pour commencer une activité utile ensuite.;Une mise en place qui réduit la friction avant une tâche.;1) Choisis l'activité à venir. 2) Prépare l'objet principal. 3) Retire ce qui gêne. 4) Mets l'outil au centre. 5) Laisse la zone prête à l'emploi.;En forme;Bureau;30;productivity
Décision rapide 3;Prends une petite décision que tu repousses.;Une activité pour fermer une boucle mentale sans gros effort.;1) Choisis une décision simple. 2) Note deux options maximum. 3) Choisis la plus réaliste. 4) Note la prochaine action. 5) Considère le sujet fermé pour l'instant.;Mitigé;Bureau;30;productivity
