name;content;description;steps;mood;location;duration;image_key
Bras bouteilles tranquille;Un entraînement accessible pour sentir les bras travailler sans se dégoûter.;Une séance avec bouteilles d’eau pour biceps épaules et haut du dos.;1) Prends deux bouteilles. 2) Fais 12 curls biceps. 3) Fais 12 élévations frontales. 4) Fais 12 tirages buste penché. 5) Répète pendant 30 minutes avec 1 minute de pause entre les tours.;Mitigé;Maison;30;strength
Abdos sans pression;Trente minutes pour travailler le centre du corps sans crunchs agressifs.;Une séance abdos douce basée sur le contrôle la respiration et la stabilité.;1) Respire profondément 2 minutes. 2) Fais 10 dead bugs par côté. 3) Fais 20 secondes de gainage genoux. 4) Fais 10 ponts fessiers. 5) Répète pendant 30 minutes en gardant le bas du dos confortable.;Mitigé;Maison;30;core
Marche mentale;Cinq minutes dehors pour sortir de l’inertie sans objectif sportif dur.;Une marche courte mais intentionnelle parfaite quand tu es entre deux niveaux d’énergie.;1) Sors et marche sans téléphone en main. 2) Garde un rythme franc mais confortable. 3) Relâche les épaules. 4) Inspire sur 3 pas expire sur 4 pas. 5) Rentre après 5 minutes.;Mitigé;Extérieur;5;walk_run
Banc mobilité rapide;Un petit reset dehors pour hanches chevilles et dos.;Une routine de mobilité en utilisant un banc ou un muret comme support.;1) Pose un pied sur un banc bas. 2) Avance doucement le bassin 8 fois par jambe. 3) Étire les mollets 30 secondes. 4) Fais 8 rotations du buste. 5) Répète jusqu’à 5 minutes.;Mitigé;Extérieur;5;mobility
Boxe légère nomade;Un mini défouloir dehors sans impact et sans matériel.;Du shadow boxing très léger pour relancer énergie coordination et respiration.;1) Marche 1 minute. 2) Fais 30 secondes de directs lents. 3) Ajoute 30 secondes de pas latéraux. 4) Respire 30 secondes. 5) Répète deux fois.;Mitigé;Extérieur;5;boxing
Marche avec variations;Une sortie simple qui transforme la marche en vraie activité.;Une marche de 15 minutes avec changements de rythme pour éviter le mode automatique.;1) Marche normalement 3 minutes. 2) Marche vite 2 minutes. 3) Marche lentement 1 minute. 4) Répète deux fois. 5) Termine avec 2 minutes de marche calme.;Mitigé;Extérieur;15;walk_run
Muret renfo doux;Un renforcement dehors sans se jeter dans une grosse séance.;Un circuit accessible avec appui sur muret banc ou barrière stable.;1) Fais 10 pompes inclinées. 2) Fais 10 squats. 3) Fais 8 fentes arrière par jambe. 4) Marche 1 minute. 5) Répète pendant 15 minutes.;Mitigé;Extérieur;15;strength
Foulées tranquilles;Un peu de course mais assez douce pour rester agréable.;Une alternance marche et trot lent pour relancer le cardio sans pression.;1) Marche vite 4 minutes. 2) Trottine 1 minute. 3) Marche 1 minute. 4) Répète 4 fois. 5) Termine par une marche lente.;Mitigé;Extérieur;15;walk_run
Balade active structurée;Trente minutes dehors avec un cadre clair pour ne pas juste errer.;Une marche longue alternant rythme confortable rythme soutenu et respiration.;1) Marche 5 minutes tranquillement. 2) Alterne 4 minutes rapides et 2 minutes lentes pendant 18 minutes. 3) Ajoute 3 minutes de mobilité épaules. 4) Termine par 4 minutes de marche calme.;Mitigé;Extérieur;30;walk_run
Parc mobilité longue;Une séance dehors pour ressortir plus mobile qu’en arrivant.;Une routine complète de mobilité debout adaptée à un parc ou une rue calme.;1) Marche 5 minutes. 2) Fais 10 fentes arrière lentes par jambe. 3) Fais 10 rotations thoraciques par côté. 4) Étire mollets et quadriceps. 5) Répète les blocs jusqu’à 30 minutes.;Mitigé;Extérieur;30;mobility
Nuque et épaules reset;Cinq minutes pour alléger le haut du corps sans effort dur.;Une pause mobilité très douce pour sortir de la position assise.;1) Baisse les épaules. 2) Incline la tête à droite 20 secondes puis à gauche. 3) Fais 10 cercles d’épaules. 4) Ouvre les bras 10 fois. 5) Respire lentement jusqu’à la fin.;À plat;Maison;5;mobility
Lever de chaise simple;Un mouvement facile pour remettre le corps en route sans se brusquer.;Une activité minimale basée sur le lever-assis utile quand l’énergie est basse.;1) Assieds-toi sur une chaise stable. 2) Lève-toi sans t’aider des mains si possible. 3) Rassieds-toi lentement. 4) Fais 5 répétitions. 5) Repose-toi et recommence doucement pendant 5 minutes.;À plat;Maison;5;strength
Chevilles et hanches faciles;Un déverrouillage express pour retrouver un peu d’aisance.;Une mini-routine sans intensité centrée sur les articulations souvent raides.;1) Fais 10 cercles de chevilles par côté. 2) Fais 8 ouvertures de hanches par jambe. 3) Fais 8 bascules de bassin. 4) Marche sur place 30 secondes. 5) Répète doucement.;À plat;Maison;5;mobility
Sol doux complet;Quinze minutes au sol pour bouger sans te demander de performer.;Une routine calme sur tapis serviette ou moquette pensée pour les jours bas.;1) Allonge-toi sur le dos et respire 1 minute. 2) Fais 10 ponts fessiers. 3) Fais 8 dead bugs lents par côté. 4) Étire le dos 1 minute. 5) Répète tranquillement.;À plat;Maison;15;mobility
Marche intérieure déblocage;Une activité très simple pour casser l’inertie sans sortir.;Une marche douce chez soi avec respiration et petits mouvements articulaires.;1) Marche lentement chez toi 3 minutes. 2) Ajoute 10 cercles d’épaules. 3) Marche 3 minutes de plus. 4) Fais 8 squats très partiels. 5) Continue doucement jusqu’à 15 minutes.;À plat;Maison;15;walk_run
Dos long calme;Quinze minutes pour soulager le dos et retrouver une respiration ample.;Une routine d’étirements doux pour dos hanches et arrière des jambes.;1) Respire debout 1 minute. 2) Penche-toi doucement vers l’avant sans forcer. 3) Étire les mollets contre un mur. 4) Fais 8 rotations thoraciques par côté. 5) Répète lentement.;À plat;Maison;15;mobility
Récupération active complète;Trente minutes pour bouger doucement et ressortir moins lourd.;Un programme long mais très doux entre marche intérieure mobilité et étirements.;1) Marche chez toi 5 minutes. 2) Fais mobilité hanches et épaules 8 minutes. 3) Fais 2 tours de 8 squats partiels et 8 ponts fessiers. 4) Termine par 10 minutes d’étirements doux.;À plat;Maison;30;mobility
Grande mobilité sans pression;Une séance lente pour remettre chaque zone du corps en mouvement.;Une routine de 30 minutes sans cardio dur idéale pour récupérer et se relancer.;1) Commence par 5 minutes de respiration et marche lente. 2) Mobilise nuque épaules poignets hanches et chevilles. 3) Garde chaque zone 3 à 4 minutes. 4) Termine par un étirement global doux.;À plat;Maison;30;mobility
Tour calme du bloc;Cinq minutes dehors pour changer d’air sans objectif sportif.;Une sortie minimale pour faire bouger les jambes et casser la boucle mentale.;1) Sors sans chercher la performance. 2) Marche lentement autour du pâté de maisons. 3) Relâche la mâchoire et les épaules. 4) Respire régulièrement. 5) Rentre au bout de 5 minutes.;À plat;Extérieur;5;walk_run
Respiration en marchant;Une micro-sortie pour calmer le système et remettre le corps en route.;Une marche très douce centrée sur la respiration pas sur la performance.;1) Marche lentement. 2) Inspire sur 3 pas. 3) Expire sur 4 ou 5 pas. 4) Garde les épaules basses. 5) Continue pendant 5 minutes.;À plat;Extérieur;5;walk_run
Épaules au grand air;Un reset debout pour ouvrir le haut du corps dehors.;Une courte routine mobilité à faire dans un coin calme ou près d’un banc.;1) Fais 10 cercles d’épaules. 2) Ouvre les bras 10 fois. 3) Fais 8 rotations du buste par côté. 4) Marche 1 minute. 5) Répète jusqu’à 5 minutes.;À plat;Extérieur;5;mobility
Marche lumière douce;Quinze minutes dehors pour remettre un peu d’énergie dans la journée.;Une marche calme idéale quand tu n’as pas envie de sport mais besoin de bouger.;1) Marche tranquillement 5 minutes. 2) Accélère légèrement 5 minutes. 3) Ralentis 3 minutes. 4) Termine avec 2 minutes de respiration lente.;À plat;Extérieur;15;walk_run
Banc récupération;Un petit enchaînement dehors pour délier le corps sans fatigue.;Une routine avec banc pour étirer mollets hanches et dos en douceur.;1) Pose un pied sur le banc ou un muret bas. 2) Avance doucement le bassin 30 secondes par côté. 3) Étire les mollets. 4) Fais 8 rotations du buste. 5) Répète calmement pendant 15 minutes.;À plat;Extérieur;15;mobility
Grande marche lente;Trente minutes pour revenir au réel sans demander un gros effort.;Une marche longue et calme structurée pour les jours où l’énergie est basse.;1) Marche très doucement 5 minutes. 2) Trouve un rythme confortable pendant 20 minutes. 3) Observe volontairement trois détails autour de toi. 4) Termine par 5 minutes de marche lente.;À plat;Extérieur;30;walk_run
Mobilité extérieure longue;Trente minutes dehors pour détendre le corps sans séance intense.;Une routine de mobilité debout qui profite de l’air extérieur et d’un banc si disponible.;1) Marche 5 minutes. 2) Mobilise épaules et hanches 10 minutes. 3) Étire mollets et quadriceps 8 minutes. 4) Fais 5 minutes de respiration lente. 5) Rentre tranquillement.;À plat;Extérieur;30;mobility
