item_type,prompt,answer,translation,language
sentence,He ___ the camera in his bag.,carries,Il porte l’appareil photo dans son sac.,english
sentence,The baby ___ on the soft blanket.,rests,Le bébé se repose sur la couverture douce.,english
sentence,They ___ the bridge at sunrise.,cross,Ils traversent le pont au lever du soleil.,english
sentence,I ___ the storm from my window.,watch,Je regarde l’orage depuis ma fenêtre.,english
sentence,She ___ a quiet corner to read.,chooses,Elle choisit un coin calme pour lire.,english
sentence,We ___ the salad with olive oil.,serve,Nous servons la salade avec de l’huile d’olive.,english
sentence,He ___ honest when he answers.,stays,Il reste honnête quand il répond.,english
sentence,The nurse ___ the patient with care.,helps,L’infirmière aide le patient avec attention.,english
sentence,I ___ the password in my notebook.,write,J’écris le mot de passe dans mon carnet.,english
sentence,They ___ the printer before the meeting.,fix,Ils réparent l’imprimante avant la réunion.,english
sentence,The sky ___ clear this evening.,becomes,Le ciel devient clair ce soir.,english
sentence,She ___ the towel after the shower.,uses,Elle utilise la serviette après la douche.,english
sentence,We ___ enough time for breakfast.,have,Nous avons assez de temps pour le petit-déjeuner.,english
sentence,He ___ nervous before the test.,feels,Il se sent nerveux avant le test.,english
sentence,I ___ the file on my computer.,save,J’enregistre le fichier sur mon ordinateur.,english
sentence,They ___ the museum on Sunday.,visit,Ils visitent le musée dimanche.,english
sentence,The soup ___ salty today.,tastes,La soupe a un goût salé aujourd’hui.,english
sentence,She ___ her cousin at the station.,meets,Elle retrouve son cousin à la gare.,english
sentence,We ___ the floor after dinner.,sweep,Nous balayons le sol après le dîner.,english
sentence,He ___ the button on his coat.,loses,Il perd le bouton de son manteau.,english
sentence,I ___ proud of my progress.,feel,Je suis fier de mes progrès.,english
sentence,They ___ the basket with fruit.,fill,Ils remplissent le panier de fruits.,english
sentence,The moon ___ above the lake.,shines,La lune brille au-dessus du lac.,english
sentence,She ___ a serious question.,asks,Elle pose une question sérieuse.,english
sentence,We ___ the recipe before cooking.,read,Nous lisons la recette avant de cuisiner.,english
sentence,He ___ the heavy box alone.,moves,Il déplace la boîte lourde seul.,english
sentence,I ___ the smell of fresh coffee.,like,J’aime l’odeur du café frais.,english
sentence,They ___ respect during the debate.,show,Ils montrent du respect pendant le débat.,english
sentence,The doctor ___ the result calmly.,explains,Le médecin explique le résultat calmement.,english
sentence,She ___ the curtain in the morning.,opens,Elle ouvre le rideau le matin.,english
sentence,We ___ our tickets at the airport.,check,Nous vérifions nos billets à l’aéroport.,english
sentence,He ___ the grass after the storm.,cuts,Il coupe l’herbe après l’orage.,english
sentence,I ___ a simple note for you.,leave,Je laisse une note simple pour toi.,english
sentence,They ___ patience with the child.,show,Ils font preuve de patience avec l’enfant.,english
sentence,The island ___ far from the coast.,seems,L’île semble loin de la côte.,english
sentence,She ___ the pillow on the chair.,puts,Elle met l’oreiller sur la chaise.,english
sentence,We ___ the website every week.,update,Nous mettons à jour le site web chaque semaine.,english
sentence,He ___ bitter chocolate.,prefers,Il préfère le chocolat amer.,english
sentence,I ___ my passport before traveling.,prepare,Je prépare mon passeport avant de voyager.,english
sentence,They ___ together after the lesson.,practice,Ils s’entraînent ensemble après le cours.,english
sentence,The library ___ quiet in the afternoon.,stays,La bibliothèque reste calme l’après-midi.,english
sentence,She ___ the garlic very finely.,cuts,Elle coupe l’ail très finement.,english
sentence,We ___ fresh water in the bottle.,keep,Nous gardons de l’eau fraîche dans la bouteille.,english
sentence,He ___ a fair decision.,makes,Il prend une décision juste.,english
sentence,I ___ the cloud slowly moving.,see,Je vois le nuage bouger lentement.,english
sentence,They ___ the garage before winter.,clean,Ils nettoient le garage avant l’hiver.,english
sentence,The singer ___ with a strong voice.,starts,Le chanteur commence d’une voix forte.,english
sentence,She ___ the medicine after lunch.,takes,Elle prend le médicament après le déjeuner.,english
sentence,We ___ the details carefully.,study,Nous étudions les détails avec attention.,english
sentence,He ___ the mirror with a towel.,cleans,Il nettoie le miroir avec une serviette.,english
sentence,I ___ hope after this good news.,feel,Je ressens de l’espoir après cette bonne nouvelle.,english
sentence,They ___ the farm in spring.,leave,Ils quittent la ferme au printemps.,english
sentence,The beach ___ beautiful at night.,looks,La plage est belle la nuit.,english
sentence,She ___ the price before buying.,checks,Elle vérifie le prix avant d’acheter.,english
sentence,We ___ a narrow path through the forest.,follow,Nous suivons un chemin étroit dans la forêt.,english
sentence,He ___ the charger next to the phone.,finds,Il trouve le chargeur à côté du téléphone.,english
sentence,I ___ the silence after a long day.,enjoy,J’apprécie le silence après une longue journée.,english
sentence,They ___ a local artist.,invite,Ils invitent un artiste local.,english
sentence,The fridge ___ full after shopping.,is,Le réfrigérateur est plein après les courses.,english
sentence,She ___ the sock under the bed.,finds,Elle trouve la chaussette sous le lit.,english
sentence,We ___ courage before starting.,need,Nous avons besoin de courage avant de commencer.,english
sentence,He ___ the website without help.,builds,Il construit le site web sans aide.,english
sentence,I ___ the sweet taste of honey.,remember,Je me souviens du goût sucré du miel.,english
sentence,They ___ the field after the rain.,enter,Ils entrent dans le champ après la pluie.,english
sentence,The jacket ___ too expensive.,seems,La veste semble trop chère.,english
sentence,She ___ the answer with confidence.,gives,Elle donne la réponse avec confiance.,english
sentence,We ___ the cable behind the screen.,hide,Nous cachons le câble derrière l’écran.,english
sentence,He ___ an important detail.,notices,Il remarque un détail important.,english
sentence,I ___ the dancer on stage.,watch,Je regarde le danseur sur scène.,english
sentence,They ___ a cheap room for one night.,book,Ils réservent une chambre bon marché pour une nuit.,english
sentence,The soup ___ warm enough.,is,La soupe est assez chaude.,english
sentence,She ___ the flour into the bowl.,pours,Elle verse la farine dans le bol.,english
sentence,We ___ the rule before the game.,explain,Nous expliquons la règle avant le jeu.,english
sentence,He ___ the stone from his shoe.,removes,Il retire la pierre de sa chaussure.,english
sentence,I ___ the sound of the sea.,hear,J’entends le son de la mer.,english
sentence,They ___ the final step together.,finish,Ils terminent la dernière étape ensemble.,english
word,techo,toit,,spanish
word,pared,mur,,spanish
word,suelo,sol,,spanish
word,escalera,escalier,,spanish
word,balcón,balcon,,spanish
word,garaje,garage,,spanish
word,esquina,coin,,spanish
word,espejo,miroir,,spanish
word,estante,étagère,,spanish
word,cajón,tiroir,,spanish
word,lámpara,lampe,,spanish
word,manta,couverture,,spanish
word,toalla,serviette,,spanish
word,jabón,savon,,spanish
word,ducha,douche,,spanish
word,lavabo,lavabo,,spanish
word,nevera,réfrigérateur,,spanish
word,horno,four,,spanish
word,alfombra,tapis,,spanish
word,cortina,rideau,,spanish
word,almohada,oreiller,,spanish
word,queso,fromage,,spanish
word,mantequilla,beurre,,spanish
word,yogur,yaourt,,spanish
word,pollo,poulet,,spanish
word,ternera,bœuf,,spanish
word,cerdo,porc,,spanish
word,cebolla,oignon,,spanish
word,ajo,ail,,spanish
word,zanahoria,carotte,,spanish
word,patata,pomme de terre,,spanish
word,tomate,tomate,,spanish
word,ensalada,salade,,spanish
word,lechuga,laitue,,spanish
word,pepino,concombre,,spanish
word,pimiento,poivron,,spanish
word,judía,haricot,,spanish
word,guisante,petit pois,,spanish
word,pastel,gâteau,,spanish
word,galleta,biscuit,,spanish
word,miel,miel,,spanish
word,cielo,ciel,,spanish
word,nube,nuage,,spanish
word,tormenta,orage,,spanish
word,playa,plage,,spanish
word,isla,île,,spanish
word,lago,lac,,spanish
word,desierto,désert,,spanish
word,colina,colline,,spanish
word,campo,champ,,spanish
word,hierba,herbe,,spanish
word,hoja,feuille,,spanish
word,rama,branche,,spanish
word,piedra,pierre,,spanish
word,arena,sable,,spanish
word,luna,lune,,spanish
word,estrella,étoile,,spanish
word,persona,personne,,spanish
word,adulto,adulte,,spanish
word,bebé,bébé,,spanish
word,tía,tante,,spanish
word,tío,oncle,,spanish
word,primo,cousin,,spanish
word,equipo,équipe,,spanish
word,jefe,chef,,spanish
word,cliente,client,,spanish
word,enfermera,infirmière,,spanish
word,médico,médecin,,spanish
word,conductor,conducteur,,spanish
word,artista,artiste,,spanish
word,cantante,chanteur,,spanish
word,bailarín,danseur,,spanish
word,jugador,joueur,,spanish
word,camisa,chemise,,spanish
word,abrigo,manteau,,spanish
word,chaqueta,veste,,spanish
word,zapato,chaussure,,spanish
word,calcetín,chaussette,,spanish
word,vestido,robe,,spanish
word,sombrero,chapeau,,spanish
word,bolsillo,poche,,spanish
word,botón,bouton,,spanish
word,plan,plan,,spanish
word,meta,objectif,,spanish
word,hábito,habitude,,spanish
word,habilidad,compétence,,spanish
word,esfuerzo,effort,,spanish
word,error,erreur,,spanish
word,memoria,mémoire,,spanish
word,sueño,rêve,,spanish
word,miedo,peur,,spanish
word,esperanza,espoir,,spanish
word,oportunidad,occasion,,spanish
word,regla,règle,,spanish
word,paso,étape,,spanish
word,lista,liste,,spanish
word,nota,note,,spanish
word,señal,signal,,spanish
word,sonido,son,,spanish
word,olor,odeur,,spanish
word,sabor,goût,,spanish
word,tacto,toucher,,spanish
word,silencio,silence,,spanish
word,cámara,appareil photo,,spanish
word,batería,batterie,,spanish
word,cargador,chargeur,,spanish
word,cable,câble,,spanish
word,contraseña,mot de passe,,spanish
word,sitio,site,,spanish
word,archivo,fichier,,spanish
word,carpeta,dossier,,spanish
word,impresora,imprimante,,spanish
word,amable,gentil,,spanish
word,serio,sérieux,,spanish
word,divertido,drôle,,spanish
word,extraño,étrange,,spanish
word,hermoso,beau,,spanish
word,feo,laid,,spanish
word,pesado,lourd,,spanish
word,ligero,léger,,spanish
word,caro,cher,,spanish
word,barato,bon marché,,spanish
word,rico,riche,,spanish
word,pobre,pauvre,,spanish
word,sano,sain,,spanish
word,enfermo,malade,,spanish
word,enfadado,en colère,,spanish
word,nervioso,nerveux,,spanish
word,orgulloso,fier,,spanish
word,educado,poli,,spanish
word,honesto,honnête,,spanish
word,justo,juste,,spanish
word,dulce,sucré,,spanish
word,amargo,amer,,spanish
word,salado,salé,,spanish
word,afilado,tranchant,,spanish
word,liso,lisse,,spanish
word,estrecho,étroit,,spanish
word,ancho,large,,spanish
word,redondo,rond,,spanish
word,cuadrado,carré,,spanish
word,público,public,,spanish
word,privado,privé,,spanish
word,posible,possible,,spanish
word,imposible,impossible,,spanish
word,importante,important,,spanish
word,natural,naturel,,spanish
word,personal,personnel,,spanish
word,local,local,,spanish
word,global,global,,spanish
word,exacto,exact,,spanish
word,final,final,,spanish
word,principal,principal,,spanish
word,hoy,aujourd’hui,,spanish
word,ayer,hier,,spanish
word,pronto,bientôt,,spanish
word,luego,plus tard,,spanish
word,antes,avant,,spanish
word,después,après,,spanish
word,casi,presque,,spanish
word,bastante,assez,,spanish
word,más,plus,,spanish
word,menos,moins,,spanish
word,juntos,ensemble,,spanish
word,solo,seul,,spanish
word,sobre,sur,,spanish
word,entre,entre,,spanish
word,desde,depuis,,spanish
word,hasta,jusqu’à,,spanish
word,hacia,vers,,spanish
word,escribir,écrire,,spanish
word,escuchar,écouter,,spanish
word,hablar,parler,,spanish
word,aprender,apprendre,,spanish
word,leer,lire,,spanish
word,ver,voir,,spanish
word,oír,entendre,,spanish
word,comprar,acheter,,spanish
word,vender,vendre,,spanish
word,pagar,payer,,spanish
word,abrir,ouvrir,,spanish
word,cerrar,fermer,,spanish
word,empezar,commencer,,spanish
word,terminar,terminer,,spanish
word,ayudar,aider,,spanish
word,esperar,attendre,,spanish
word,preguntar,demander,,spanish
word,responder,répondre,,spanish
word,elegir,choisir,,spanish
word,traer,apporter,,spanish
word,llevar,porter,,spanish
word,construir,construire,,spanish
word,romper,casser,,spanish
word,arreglar,réparer,,spanish
word,crecer,grandir,,spanish
word,cortar,couper,,spanish
word,cocinar,cuisiner,,spanish
word,sonreír,sourire,,spanish
word,llorar,pleurer,,spanish
word,reír,rire,,spanish
sentence,El techo ___ rojo después de la lluvia.,parece,Le toit paraît rouge après la pluie.,spanish
sentence,Yo ___ mi chaqueta antes de salir.,tomo,Je prends ma veste avant de sortir.,spanish
sentence,Ella ___ la lámpara cerca de la cama.,coloca,Elle place la lampe près du lit.,spanish
sentence,Nosotros ___ queso con pan fresco.,comemos,Nous mangeons du fromage avec du pain frais.,spanish
sentence,Él ___ la cámara en su bolsa.,lleva,Il porte l’appareil photo dans son sac.,spanish
sentence,El bebé ___ sobre la manta suave.,descansa,Le bébé se repose sur la couverture douce.,spanish
sentence,Ellos ___ el puente al amanecer.,cruzan,Ils traversent le pont au lever du soleil.,spanish
sentence,Yo ___ la tormenta desde mi ventana.,miro,Je regarde l’orage depuis ma fenêtre.,spanish
sentence,Ella ___ una esquina tranquila para leer.,elige,Elle choisit un coin calme pour lire.,spanish
sentence,Nosotros ___ la ensalada con aceite.,servimos,Nous servons la salade avec de l’huile.,spanish
sentence,Él ___ honesto cuando responde.,sigue,Il reste honnête quand il répond.,spanish
sentence,La enfermera ___ al paciente con cuidado.,ayuda,L’infirmière aide le patient avec attention.,spanish
sentence,Yo ___ la contraseña en mi cuaderno.,escribo,J’écris le mot de passe dans mon carnet.,spanish
sentence,Ellos ___ la impresora antes de la reunión.,arreglan,Ils réparent l’imprimante avant la réunion.,spanish
sentence,El cielo ___ claro esta tarde.,queda,Le ciel reste clair ce soir.,spanish
sentence,Ella ___ la toalla después de la ducha.,usa,Elle utilise la serviette après la douche.,spanish
sentence,Nosotros ___ bastante tiempo para desayunar.,tenemos,Nous avons assez de temps pour le petit-déjeuner.,spanish
sentence,Él ___ nervioso antes de la prueba.,está,Il est nerveux avant le test.,spanish
sentence,Yo ___ el archivo en mi ordenador.,guardo,J’enregistre le fichier sur mon ordinateur.,spanish
sentence,Ellos ___ el museo el domingo.,visitan,Ils visitent le musée dimanche.,spanish
sentence,La sopa ___ salada hoy.,está,La soupe est salée aujourd’hui.,spanish
sentence,Ella ___ a su primo en la estación.,encuentra,Elle retrouve son cousin à la gare.,spanish
sentence,Nosotros ___ el suelo después de cenar.,barremos,Nous balayons le sol après le dîner.,spanish
sentence,Él ___ el botón de su abrigo.,pierde,Il perd le bouton de son manteau.,spanish
sentence,Yo ___ orgulloso de mi progreso.,estoy,Je suis fier de mes progrès.,spanish
sentence,Ellos ___ la cesta con fruta.,llenan,Ils remplissent le panier de fruits.,spanish
sentence,La luna ___ sobre el lago.,brilla,La lune brille au-dessus du lac.,spanish
sentence,Ella ___ una pregunta seria.,hace,Elle pose une question sérieuse.,spanish
sentence,Nosotros ___ la receta antes de cocinar.,leemos,Nous lisons la recette avant de cuisiner.,spanish
sentence,Él ___ la caja pesada solo.,mueve,Il déplace la boîte lourde seul.,spanish
sentence,Yo ___ el olor del café fresco.,disfruto,J’apprécie l’odeur du café frais.,spanish
sentence,Ellos ___ respeto durante el debate.,muestran,Ils montrent du respect pendant le débat.,spanish
sentence,El médico ___ el resultado con calma.,explica,Le médecin explique le résultat calmement.,spanish
sentence,Ella ___ la cortina por la mañana.,abre,Elle ouvre le rideau le matin.,spanish
sentence,Nosotros ___ los billetes en el aeropuerto.,revisamos,Nous vérifions les billets à l’aéroport.,spanish
sentence,Él ___ la hierba después de la tormenta.,corta,Il coupe l’herbe après l’orage.,spanish
sentence,Yo ___ una nota simple para ti.,dejo,Je laisse une note simple pour toi.,spanish
sentence,Ellos ___ paciencia con el niño.,tienen,Ils ont de la patience avec l’enfant.,spanish
sentence,La isla ___ lejos de la costa.,parece,L’île semble loin de la côte.,spanish
sentence,Ella ___ la almohada sobre la silla.,pone,Elle met l’oreiller sur la chaise.,spanish
sentence,Nosotros ___ el sitio cada semana.,actualizamos,Nous mettons à jour le site chaque semaine.,spanish
sentence,Él ___ el chocolate amargo.,prefiere,Il préfère le chocolat amer.,spanish
sentence,Yo ___ mi pasaporte antes de viajar.,preparo,Je prépare mon passeport avant de voyager.,spanish
sentence,Ellos ___ juntos después de la clase.,practican,Ils s’entraînent ensemble après le cours.,spanish
sentence,La biblioteca ___ tranquila por la tarde.,permanece,La bibliothèque reste calme l’après-midi.,spanish
sentence,Ella ___ el ajo muy fino.,corta,Elle coupe l’ail très finement.,spanish
sentence,Nosotros ___ agua fresca en la botella.,guardamos,Nous gardons de l’eau fraîche dans la bouteille.,spanish
sentence,Él ___ una decisión justa.,toma,Il prend une décision juste.,spanish
sentence,Yo ___ la nube moverse despacio.,veo,Je vois le nuage bouger lentement.,spanish
sentence,Ellos ___ el garaje antes del invierno.,limpian,Ils nettoient le garage avant l’hiver.,spanish
sentence,El cantante ___ con una voz fuerte.,empieza,Le chanteur commence avec une voix forte.,spanish
sentence,Ella ___ la medicina después de comer.,toma,Elle prend le médicament après le repas.,spanish
sentence,Nosotros ___ los detalles con cuidado.,estudiamos,Nous étudions les détails avec attention.,spanish
sentence,Él ___ el espejo con una toalla.,limpia,Il nettoie le miroir avec une serviette.,spanish
sentence,Yo ___ esperanza después de esta noticia.,siento,Je ressens de l’espoir après cette nouvelle.,spanish
sentence,Ellos ___ la granja en primavera.,dejan,Ils quittent la ferme au printemps.,spanish
sentence,La playa ___ hermosa por la noche.,parece,La plage semble belle la nuit.,spanish
sentence,Ella ___ el precio antes de comprar.,mira,Elle vérifie le prix avant d’acheter.,spanish
sentence,Nosotros ___ un camino estrecho por el bosque.,seguimos,Nous suivons un chemin étroit dans la forêt.,spanish
sentence,Él ___ el cargador junto al teléfono.,encuentra,Il trouve le chargeur à côté du téléphone.,spanish
sentence,Yo ___ el silencio después de un día largo.,aprecio,J’apprécie le silence après une longue journée.,spanish
sentence,Ellos ___ a un artista local.,invitan,Ils invitent un artiste local.,spanish
sentence,La nevera ___ llena después de comprar.,está,Le réfrigérateur est plein après les courses.,spanish
sentence,Ella ___ el calcetín debajo de la cama.,encuentra,Elle trouve la chaussette sous le lit.,spanish
sentence,Nosotros ___ valentía antes de empezar.,necesitamos,Nous avons besoin de courage avant de commencer.,spanish
sentence,Él ___ el sitio sin ayuda.,construye,Il construit le site sans aide.,spanish
sentence,Yo ___ el sabor dulce de la miel.,recuerdo,Je me souviens du goût sucré du miel.,spanish
sentence,Ellos ___ el campo después de la lluvia.,entran,Ils entrent dans le champ après la pluie.,spanish
sentence,La chaqueta ___ demasiado cara.,parece,La veste semble trop chère.,spanish
sentence,Ella ___ la respuesta con confianza.,da,Elle donne la réponse avec confiance.,spanish
sentence,Nosotros ___ el cable detrás de la pantalla.,escondemos,Nous cachons le câble derrière l’écran.,spanish
sentence,Él ___ un detalle importante.,nota,Il remarque un détail important.,spanish
sentence,Yo ___ al bailarín en el escenario.,miro,Je regarde le danseur sur scène.,spanish
sentence,Ellos ___ una habitación barata por una noche.,reservan,Ils réservent une chambre bon marché pour une nuit.,spanish
sentence,La sopa ___ bastante caliente.,está,La soupe est assez chaude.,spanish
sentence,Ella ___ la harina en el bol.,vierte,Elle verse la farine dans le bol.,spanish
sentence,Nosotros ___ la regla antes del juego.,explicamos,Nous expliquons la règle avant le jeu.,spanish
sentence,Él ___ la piedra de su zapato.,quita,Il retire la pierre de sa chaussure.,spanish
sentence,Yo ___ el sonido del mar.,oigo,J’entends le son de la mer.,spanish
sentence,Ellos ___ el paso final juntos.,terminan,Ils terminent la dernière étape ensemble.,spanish
