name;content;description;steps;mood;location;duration;image_key
Détail design 3;Photographie un détail qui pourrait inspirer un designer.;Une activité pertinente pour développer ton œil graphique.;1) Cherche motif forme couleur ou texture. 2) Cadre comme une référence visuelle. 3) Évite les éléments inutiles. 4) Prends la photo. 5) Imagine comment ce détail pourrait être réutilisé.;En forme;Maison;15;photo
Échelle trompeuse 3;Joue avec la taille apparente d'un objet.;Un exercice créatif pour rendre une scène ordinaire plus surprenante.;1) Choisis un petit objet. 2) Approche-le de l'objectif ou éloigne le décor. 3) Cadre pour tromper l'échelle. 4) Prends plusieurs essais. 5) Garde le plus amusant.;Mitigé;Maison;15;photo
Rythme visuel 3;Photographie une répétition de formes ou d'objets.;Un exercice graphique basé sur motifs et répétition.;1) Cherche une répétition comme chaises fenêtres pavés ou livres. 2) Cadre pour montrer le rythme. 3) Garde les lignes propres. 4) Prends la photo. 5) Essaie une version plus serrée.;À plat;Maison;15;photo
Image silencieuse 3;Compose une photo qui donne une impression de silence.;Une activité expressive qui privilégie l'espace et la sobriété.;1) Cherche un sujet calme. 2) Laisse du vide autour. 3) Évite les couleurs trop fortes. 4) Prends une photo stable. 5) Garde la plus apaisante.;En forme;Bureau;15;photo
Duo d'objets 3;Photographie deux objets comme s'ils dialoguaient.;Une activité créative et narrative réalisable partout.;1) Choisis deux objets proches. 2) Place-les dans une relation visuelle. 3) Cadre simplement. 4) Prends deux variantes. 5) Choisis celle qui raconte le plus.;Mitigé;Bureau;15;photo
Portfolio couleur;Crée une série cohérente de dix photos autour d'une palette.;Un vrai mini-projet photo pour produire un résultat esthétique.;1) Choisis deux ou trois couleurs dominantes. 2) Cherche des sujets compatibles. 3) Prends dix photos variées. 4) Supprime les images faibles. 5) Garde une série finale de cinq à sept photos.;En forme;Maison;30;photo
Reportage quartier;Réalise un mini-reportage sur ton quartier ou ton trajet.;Une activité extérieure pour raconter un lieu avec un regard personnel.;1) Prends une vue d'ensemble. 2) Capture trois détails caractéristiques. 3) Photographiez une trace humaine. 4) Ajoute une image d'ambiance. 5) Sélectionne cinq photos qui racontent le lieu.;Mitigé;Maison;30;photo
Une pièce magazine;Photographie une pièce comme pour un magazine de décoration.;Une activité maison pour travailler ordre lumière et composition.;1) Range rapidement la zone visible. 2) Choisis le meilleur angle. 3) Utilise la lumière disponible. 4) Prends plans larges et détails. 5) Garde cinq images cohérentes.;À plat;Maison;30;photo
Série noir et blanc;Construis une série complète en noir et blanc.;Un projet photo orienté contrastes matières et composition.;1) Active le noir et blanc si possible. 2) Cherche dix sujets contrastés. 3) Varie plans et angles. 4) Supprime les images trop faibles. 5) Garde six photos qui vont ensemble.;En forme;Bureau;30;photo
Abécédaire photo;Trouve dix lettres cachées dans ton environnement.;Un projet ludique mais exigeant autour des formes.;1) Cherche des lettres dans objets architecture ou ombres. 2) Photographiez dix lettres différentes. 3) Cadre chaque lettre clairement. 4) Garde une cohérence de style. 5) Classe les images dans l'ordre.;Mitigé;Bureau;30;photo
Histoire complète;Raconte une micro-histoire en cinq à sept photos.;Une activité narrative qui donne un vrai but à la prise de vue.;1) Choisis une situation simple. 2) Prévois début milieu fin. 3) Prends plusieurs images par étape. 4) Sélectionne cinq à sept photos. 5) Vérifie que l'histoire reste compréhensible sans texte.;À plat;Bureau;30;photo
Objet héros;Transforme un objet ordinaire en personnage principal d'une série.;Un projet créatif qui donne une identité visuelle à un objet banal.;1) Choisis un objet. 2) Photographiez-le dans cinq contextes. 3) Varie les angles et distances. 4) Cherche une ambiance cohérente. 5) Garde les images qui semblent raconter quelque chose.;En forme;Extérieur;30;photo
Textures portfolio;Crée une bibliothèque de textures utilisable comme inspiration créative.;Une activité photo pertinente pour design graphisme ou 3D.;1) Cherche dix textures différentes. 2) Cadre serré et net. 3) Évite les ombres gênantes. 4) Garde une distance comparable. 5) Sélectionne les textures les plus exploitables.;Mitigé;Extérieur;30;photo
Lumière du jour;Étudie la lumière disponible à travers une série de photos.;Un projet accessible pour comprendre ombres reflets et direction de lumière.;1) Choisis un lieu lumineux. 2) Photographiez le même sujet sous plusieurs angles. 3) Observe les ombres. 4) Ajoute des détails lumineux. 5) Garde les images les plus lisibles.;À plat;Extérieur;30;photo
Avant après rangement;Documente une petite transformation productive en photo.;Une activité hybride entre photo et satisfaction concrète.;1) Choisis une zone à améliorer. 2) Prends une photo avant. 3) Range ou nettoie pendant quinze minutes. 4) Prends plusieurs photos après. 5) Compare la meilleure paire avant après.;En forme;Maison;30;photo
Mini série culinaire;Photographie une boisson un snack ou un repas simple avec soin.;Un projet photo maison qui travaille stylisme et cadrage.;1) Choisis un aliment ou une boisson. 2) Nettoie le fond. 3) Place la lumière de côté si possible. 4) Prends plans larges et détails. 5) Garde trois photos appétissantes.;Mitigé;Maison;30;photo
Signes et typographies;Photographie les mots chiffres et signes autour de toi comme matière graphique.;Un projet visuel adulte autour du design urbain ou quotidien.;1) Cherche typographies panneaux étiquettes ou numéros. 2) Prends dix photos. 3) Cadre pour valoriser la forme. 4) Évite les infos sensibles. 5) Garde une série cohérente.;À plat;Maison;30;photo
Portrait sans personne;Raconte quelqu'un à travers ses objets ou son espace.;Un exercice narratif délicat sans photographier de visage.;1) Choisis une personne réelle ou imaginaire. 2) Photographiez objets traces ou détails qui l'évoquent. 3) Varie plans larges et serrés. 4) Garde cinq images. 5) Vérifie que le portrait se devine.;En forme;Bureau;30;photo
Architecture simple;Crée une série de photos sur lignes volumes et façades.;Un projet photo structuré pour maison bureau ou extérieur.;1) Cherche murs portes fenêtres escaliers ou angles. 2) Photographiez dix compositions géométriques. 3) Corrige les lignes si possible. 4) Varie large et détail. 5) Garde les images les plus fortes.;Mitigé;Bureau;30;photo
Ambiance cinéma;Photographie ton environnement comme une scène de film.;Un projet créatif pour jouer avec cadrage ambiance et narration.;1) Choisis une ambiance comme tension calme ou mystère. 2) Cherche un lieu compatible. 3) Cadre comme une scène. 4) Prends plusieurs essais. 5) Garde cinq images qui racontent un mood.;À plat;Bureau;30;photo
Série mobilité;Photographie le mouvement sans chercher une image parfaite.;Une activité dynamique pour explorer flou rythme et énergie.;1) Choisis un sujet en mouvement. 2) Prends plusieurs photos. 3) Essaie un flou volontaire. 4) Capture aussi un instant net. 5) Garde une série qui montre le rythme.;En forme;Extérieur;30;photo
Inventaire esthétique;Transforme une collection d'objets en planche visuelle.;Un projet photo simple pour organiser et créer en même temps.;1) Choisis cinq à dix objets liés. 2) Dispose-les proprement. 3) Photographiez l'ensemble de haut. 4) Prends quelques détails. 5) Garde une composition claire.;Mitigé;Extérieur;30;photo
Nature urbaine;Réalise une série sur la nature présente dans un environnement construit.;Un projet extérieur ou bureau pour chercher plantes ciel bois ombres ou traces du vivant.;1) Cherche dix signes de nature. 2) Photographiez-les sans déranger l'espace. 3) Varie plans larges et détails. 4) Garde une cohérence douce. 5) Sélectionne cinq images.;À plat;Extérieur;30;photo
Série reflets;Construis une série autour des reflets et transparences.;Un projet visuel riche sans matériel spécifique.;1) Cherche vitres miroirs eau métal ou écrans. 2) Prends dix photos. 3) Varie les distances. 4) Évite les reflets trop confus. 5) Garde cinq images mystérieuses ou graphiques.;En forme;Maison;30;photo
Journal visuel;Crée un mini-journal de ta journée en images.;Une activité personnelle qui remplace le scroll par une production créative.;1) Photographiez cinq moments ou objets de ta journée. 2) Ajoute un détail d'ambiance. 3) Garde une cohérence de cadrage. 4) Supprime le superflu. 5) Termine avec une série de cinq photos.;Mitigé;Maison;30;photo
Couleurs opposées;Photographie deux couleurs qui créent une tension visuelle.;Un exercice simple pour composer une image plus adulte et graphique.;1) Cherche deux couleurs opposées ou très différentes. 2) Place-les dans le même cadre. 3) Réduis les éléments parasites. 4) Prends plusieurs essais. 5) Garde l'image la plus lisible.;À plat;Maison;30;photo
Trace humaine;Photographie une présence sans montrer de personne.;Une activité narrative qui donne de la profondeur à une image simple.;1) Cherche un objet déplacé une chaise une tasse ou une marque. 2) Cadre le détail. 3) Laisse un peu de contexte. 4) Prends deux variantes. 5) Garde la plus évocatrice.;En forme;Bureau;30;photo
Composition centrale;Place un sujet au centre et rends l'image volontairement simple.;Un exercice de cadrage clair pour créer une photo lisible rapidement.;1) Choisis un sujet. 2) Place-le au centre. 3) Nettoie visuellement le fond. 4) Prends une photo stable. 5) Essaie une version encore plus épurée.;Mitigé;Bureau;30;photo
Bord de cadre;Utilise le bord de l'image comme élément de composition.;Un défi photo court pour sortir des cadrages automatiques.;1) Choisis un sujet simple. 2) Place-le près d'un bord du cadre. 3) Laisse de l'espace dans la direction opposée. 4) Prends la photo. 5) Compare avec une version centrée.;À plat;Bureau;30;photo
Ambiance météo;Capture l'ambiance du moment sans photographier forcément le ciel.;Un exercice pour traduire une atmosphère en image.;1) Observe la lumière actuelle. 2) Cherche un sujet qui correspond à cette ambiance. 3) Cadre simplement. 4) Prends trois essais. 5) Garde celui qui transmet le mieux le moment.;En forme;Extérieur;30;photo
Détail design;Photographie un détail qui pourrait inspirer un designer.;Une activité pertinente pour développer ton œil graphique.;1) Cherche motif forme couleur ou texture. 2) Cadre comme une référence visuelle. 3) Évite les éléments inutiles. 4) Prends la photo. 5) Imagine comment ce détail pourrait être réutilisé.;Mitigé;Extérieur;30;photo
Échelle trompeuse;Joue avec la taille apparente d'un objet.;Un exercice créatif pour rendre une scène ordinaire plus surprenante.;1) Choisis un petit objet. 2) Approche-le de l'objectif ou éloigne le décor. 3) Cadre pour tromper l'échelle. 4) Prends plusieurs essais. 5) Garde le plus amusant.;À plat;Extérieur;30;photo
Rythme visuel;Photographie une répétition de formes ou d'objets.;Un exercice graphique basé sur motifs et répétition.;1) Cherche une répétition comme chaises fenêtres pavés ou livres. 2) Cadre pour montrer le rythme. 3) Garde les lignes propres. 4) Prends la photo. 5) Essaie une version plus serrée.;En forme;Maison;30;photo
Image silencieuse;Compose une photo qui donne une impression de silence.;Une activité expressive qui privilégie l'espace et la sobriété.;1) Cherche un sujet calme. 2) Laisse du vide autour. 3) Évite les couleurs trop fortes. 4) Prends une photo stable. 5) Garde la plus apaisante.;Mitigé;Maison;30;photo
Duo d'objets;Photographie deux objets comme s'ils dialoguaient.;Une activité créative et narrative réalisable partout.;1) Choisis deux objets proches. 2) Place-les dans une relation visuelle. 3) Cadre simplement. 4) Prends deux variantes. 5) Choisis celle qui raconte le plus.;À plat;Maison;30;photo
Couleurs opposées 2;Photographie deux couleurs qui créent une tension visuelle.;Un exercice simple pour composer une image plus adulte et graphique.;1) Cherche deux couleurs opposées ou très différentes. 2) Place-les dans le même cadre. 3) Réduis les éléments parasites. 4) Prends plusieurs essais. 5) Garde l'image la plus lisible.;En forme;Bureau;30;photo
Trace humaine 2;Photographie une présence sans montrer de personne.;Une activité narrative qui donne de la profondeur à une image simple.;1) Cherche un objet déplacé une chaise une tasse ou une marque. 2) Cadre le détail. 3) Laisse un peu de contexte. 4) Prends deux variantes. 5) Garde la plus évocatrice.;Mitigé;Bureau;30;photo
Composition centrale 2;Place un sujet au centre et rends l'image volontairement simple.;Un exercice de cadrage clair pour créer une photo lisible rapidement.;1) Choisis un sujet. 2) Place-le au centre. 3) Nettoie visuellement le fond. 4) Prends une photo stable. 5) Essaie une version encore plus épurée.;À plat;Bureau;30;photo
Bord de cadre 2;Utilise le bord de l'image comme élément de composition.;Un défi photo court pour sortir des cadrages automatiques.;1) Choisis un sujet simple. 2) Place-le près d'un bord du cadre. 3) Laisse de l'espace dans la direction opposée. 4) Prends la photo. 5) Compare avec une version centrée.;En forme;Extérieur;30;photo
Ambiance météo 2;Capture l'ambiance du moment sans photographier forcément le ciel.;Un exercice pour traduire une atmosphère en image.;1) Observe la lumière actuelle. 2) Cherche un sujet qui correspond à cette ambiance. 3) Cadre simplement. 4) Prends trois essais. 5) Garde celui qui transmet le mieux le moment.;Mitigé;Extérieur;30;photo
Détail design 2;Photographie un détail qui pourrait inspirer un designer.;Une activité pertinente pour développer ton œil graphique.;1) Cherche motif forme couleur ou texture. 2) Cadre comme une référence visuelle. 3) Évite les éléments inutiles. 4) Prends la photo. 5) Imagine comment ce détail pourrait être réutilisé.;À plat;Extérieur;30;photo
Échelle trompeuse 2;Joue avec la taille apparente d'un objet.;Un exercice créatif pour rendre une scène ordinaire plus surprenante.;1) Choisis un petit objet. 2) Approche-le de l'objectif ou éloigne le décor. 3) Cadre pour tromper l'échelle. 4) Prends plusieurs essais. 5) Garde le plus amusant.;En forme;Maison;30;photo
Rythme visuel 2;Photographie une répétition de formes ou d'objets.;Un exercice graphique basé sur motifs et répétition.;1) Cherche une répétition comme chaises fenêtres pavés ou livres. 2) Cadre pour montrer le rythme. 3) Garde les lignes propres. 4) Prends la photo. 5) Essaie une version plus serrée.;Mitigé;Maison;30;photo
Image silencieuse 2;Compose une photo qui donne une impression de silence.;Une activité expressive qui privilégie l'espace et la sobriété.;1) Cherche un sujet calme. 2) Laisse du vide autour. 3) Évite les couleurs trop fortes. 4) Prends une photo stable. 5) Garde la plus apaisante.;À plat;Maison;30;photo
Duo d'objets 2;Photographie deux objets comme s'ils dialoguaient.;Une activité créative et narrative réalisable partout.;1) Choisis deux objets proches. 2) Place-les dans une relation visuelle. 3) Cadre simplement. 4) Prends deux variantes. 5) Choisis celle qui raconte le plus.;En forme;Bureau;30;photo
Couleurs opposées 3;Photographie deux couleurs qui créent une tension visuelle.;Un exercice simple pour composer une image plus adulte et graphique.;1) Cherche deux couleurs opposées ou très différentes. 2) Place-les dans le même cadre. 3) Réduis les éléments parasites. 4) Prends plusieurs essais. 5) Garde l'image la plus lisible.;Mitigé;Bureau;30;photo
Trace humaine 3;Photographie une présence sans montrer de personne.;Une activité narrative qui donne de la profondeur à une image simple.;1) Cherche un objet déplacé une chaise une tasse ou une marque. 2) Cadre le détail. 3) Laisse un peu de contexte. 4) Prends deux variantes. 5) Garde la plus évocatrice.;À plat;Bureau;30;photo
Composition centrale 3;Place un sujet au centre et rends l'image volontairement simple.;Un exercice de cadrage clair pour créer une photo lisible rapidement.;1) Choisis un sujet. 2) Place-le au centre. 3) Nettoie visuellement le fond. 4) Prends une photo stable. 5) Essaie une version encore plus épurée.;En forme;Extérieur;30;photo
Bord de cadre 3;Utilise le bord de l'image comme élément de composition.;Un défi photo court pour sortir des cadrages automatiques.;1) Choisis un sujet simple. 2) Place-le près d'un bord du cadre. 3) Laisse de l'espace dans la direction opposée. 4) Prends la photo. 5) Compare avec une version centrée.;Mitigé;Extérieur;30;photo
Ambiance météo 3;Capture l'ambiance du moment sans photographier forcément le ciel.;Un exercice pour traduire une atmosphère en image.;1) Observe la lumière actuelle. 2) Cherche un sujet qui correspond à cette ambiance. 3) Cadre simplement. 4) Prends trois essais. 5) Garde celui qui transmet le mieux le moment.;À plat;Extérieur;30;photo
Détail design 3;Photographie un détail qui pourrait inspirer un designer.;Une activité pertinente pour développer ton œil graphique.;1) Cherche motif forme couleur ou texture. 2) Cadre comme une référence visuelle. 3) Évite les éléments inutiles. 4) Prends la photo. 5) Imagine comment ce détail pourrait être réutilisé.;En forme;Maison;30;photo
Échelle trompeuse 3;Joue avec la taille apparente d'un objet.;Un exercice créatif pour rendre une scène ordinaire plus surprenante.;1) Choisis un petit objet. 2) Approche-le de l'objectif ou éloigne le décor. 3) Cadre pour tromper l'échelle. 4) Prends plusieurs essais. 5) Garde le plus amusant.;Mitigé;Maison;30;photo
Rythme visuel 3;Photographie une répétition de formes ou d'objets.;Un exercice graphique basé sur motifs et répétition.;1) Cherche une répétition comme chaises fenêtres pavés ou livres. 2) Cadre pour montrer le rythme. 3) Garde les lignes propres. 4) Prends la photo. 5) Essaie une version plus serrée.;À plat;Maison;30;photo
Image silencieuse 3;Compose une photo qui donne une impression de silence.;Une activité expressive qui privilégie l'espace et la sobriété.;1) Cherche un sujet calme. 2) Laisse du vide autour. 3) Évite les couleurs trop fortes. 4) Prends une photo stable. 5) Garde la plus apaisante.;En forme;Bureau;30;photo
Duo d'objets 3;Photographie deux objets comme s'ils dialoguaient.;Une activité créative et narrative réalisable partout.;1) Choisis deux objets proches. 2) Place-les dans une relation visuelle. 3) Cadre simplement. 4) Prends deux variantes. 5) Choisis celle qui raconte le plus.;Mitigé;Bureau;30;photo
